,flame,human,point,x,y
0,22,1,2,614,310
0,22,1,3,588,378
0,22,1,4,556,450
0,22,1,5,674,240
0,22,1,6,680,150
0,22,1,7,690,86
0,22,1,8,660,394
0,22,1,9,654,504
0,22,1,10,686,618
0,22,1,11,710,392
0,22,1,12,680,512
0,22,1,13,682,614
0,22,1,14,596,258
0,22,1,15,614,254
0,22,1,17,638,236
0,24,1,0,608,268
0,24,1,1,644,278
0,24,1,2,614,310
0,24,1,3,588,378
0,24,1,4,556,450
0,24,1,5,674,240
0,24,1,6,680,152
0,24,1,7,692,86
0,24,1,8,658,394
0,24,1,9,662,512
0,24,1,10,618,592
0,24,1,11,710,390
0,24,1,12,680,516
0,24,1,13,682,614
0,24,1,14,598,260
0,24,1,15,614,256
0,24,1,17,640,236
0,26,1,0,610,270
0,26,1,1,646,278
0,26,1,2,616,310
0,26,1,3,588,378
0,26,1,4,556,450
0,26,1,5,676,242
0,26,1,6,682,154
0,26,1,7,694,86
0,26,1,8,660,392
0,26,1,9,658,506
0,26,1,10,684,620
0,26,1,11,710,390
0,26,1,12,680,512
0,26,1,13,682,614
0,26,1,14,600,260
0,26,1,15,616,256
0,26,1,17,642,236
0,28,1,0,610,270
0,28,1,1,646,278
0,28,1,2,616,310
0,28,1,3,590,378
0,28,1,4,556,450
0,28,1,5,676,242
0,28,1,6,684,154
0,28,1,7,696,84
0,28,1,8,658,394
0,28,1,9,654,506
0,28,1,10,684,620
0,28,1,11,710,392
0,28,1,12,680,514
0,28,1,13,682,616
0,28,1,14,600,262
0,28,1,15,616,256
0,28,1,17,642,238
0,30,1,0,610,272
0,30,1,1,648,278
0,30,1,2,618,308
0,30,1,3,590,380
0,30,1,4,556,452
0,30,1,5,676,242
0,30,1,6,684,154
0,30,1,7,694,86
0,30,1,8,660,396
0,30,1,9,660,510
0,30,1,10,686,622
0,30,1,11,710,394
0,30,1,12,682,518
0,30,1,13,682,616
0,30,1,14,600,264
0,30,1,15,618,258
0,30,1,17,642,238
0,32,1,0,612,274
0,32,1,1,648,280
0,32,1,2,618,314
0,32,1,3,590,382
0,32,1,4,556,454
0,32,1,5,676,246
0,32,1,6,684,156
0,32,1,7,696,90
0,32,1,8,660,396
0,32,1,9,658,508
0,32,1,10,686,624
0,32,1,11,712,396
0,32,1,12,682,514
0,32,1,13,684,620
0,32,1,14,602,266
0,32,1,15,618,262
0,32,1,17,644,242
0,34,1,0,612,276
0,34,1,1,646,284
0,34,1,2,616,316
0,34,1,3,590,384
0,34,1,4,556,456
0,34,1,5,678,250
0,34,1,6,684,158
0,34,1,7,696,92
0,34,1,8,660,402
0,34,1,9,656,510
0,34,1,10,684,624
0,34,1,11,710,400
0,34,1,12,682,518
0,34,1,13,682,618
0,34,1,14,602,268
0,34,1,15,618,264
0,34,1,17,644,244
0,36,1,0,610,276
0,36,1,1,646,284
0,36,1,2,616,314
0,36,1,3,590,386
0,36,1,4,556,458
0,36,1,5,676,252
0,36,1,6,682,160
0,36,1,7,694,92
0,36,1,8,660,400
0,36,1,9,658,516
0,36,1,10,686,624
0,36,1,11,710,398
0,36,1,12,680,520
0,36,1,13,620,602
0,36,1,14,600,268
0,36,1,15,618,264
0,36,1,17,642,244
0,38,1,0,610,278
0,38,1,1,644,286
0,38,1,2,614,316
0,38,1,3,588,386
0,38,1,4,556,458
0,38,1,5,674,252
0,38,1,6,682,160
0,38,1,7,694,94
0,38,1,8,658,404
0,38,1,9,652,510
0,38,1,10,686,624
0,38,1,11,710,400
0,38,1,12,680,522
0,38,1,13,684,622
0,38,1,14,598,268
0,38,1,15,618,264
0,38,1,17,642,244
0,40,1,0,610,278
0,40,1,1,644,286
0,40,1,2,614,318
0,40,1,3,588,386
0,40,1,4,556,460
0,40,1,5,674,250
0,40,1,6,682,160
0,40,1,7,692,94
0,40,1,8,658,404
0,40,1,9,654,516
0,40,1,10,686,626
0,40,1,11,710,402
0,40,1,12,682,524
0,40,1,13,684,622
0,40,1,14,600,268
0,40,1,15,616,264
0,40,1,17,642,244
0,42,1,0,610,278
0,42,1,1,644,286
0,42,1,2,614,318
0,42,1,3,588,388
0,42,1,4,556,460
0,42,1,5,674,248
0,42,1,6,682,160
0,42,1,7,692,94
0,42,1,8,658,404
0,42,1,9,658,514
0,42,1,10,686,626
0,42,1,11,710,400
0,42,1,12,680,522
0,42,1,13,684,622
0,42,1,14,600,270
0,42,1,15,616,264
0,42,1,17,642,244
0,44,1,0,610,278
0,44,1,1,644,288
0,44,1,2,612,318
0,44,1,3,588,388
0,44,1,4,556,460
0,44,1,5,674,254
0,44,1,6,680,160
0,44,1,7,690,96
0,44,1,8,656,402
0,44,1,9,660,520
0,44,1,10,686,628
0,44,1,11,708,400
0,44,1,12,682,526
0,44,1,13,684,624
0,44,1,14,598,270
0,44,1,15,616,264
0,44,1,17,640,246
0,46,1,0,608,278
0,46,1,1,644,286
0,46,1,2,614,318
0,46,1,3,586,388
0,46,1,4,556,460
0,46,1,5,672,250
0,46,1,6,680,162
0,46,1,7,690,96
0,46,1,8,658,404
0,46,1,9,662,520
0,46,1,10,686,630
0,46,1,11,708,400
0,46,1,12,678,524
0,46,1,13,682,624
0,46,1,14,598,268
0,46,1,15,616,264
0,46,1,17,640,244
0,48,1,0,606,278
0,48,1,1,642,284
0,48,1,2,612,316
0,48,1,3,586,388
0,48,1,4,554,460
0,48,1,5,670,248
0,48,1,6,678,160
0,48,1,7,688,98
0,48,1,8,656,406
0,48,1,9,656,518
0,48,1,10,618,604
0,48,1,11,706,406
0,48,1,12,680,526
0,48,1,13,684,626
0,48,1,14,596,268
0,48,1,15,614,264
0,48,1,17,638,244
0,50,1,0,606,278
0,50,1,1,642,286
0,50,1,2,612,318
0,50,1,3,586,388
0,50,1,4,554,460
0,50,1,5,670,248
0,50,1,6,678,160
0,50,1,7,688,98
0,50,1,8,656,406
0,50,1,9,654,516
0,50,1,10,684,628
0,50,1,11,708,402
0,50,1,12,678,524
0,50,1,13,682,624
0,50,1,14,594,268
0,50,1,15,614,264
0,50,1,17,638,244
0,52,1,0,604,278
0,52,1,1,640,286
0,52,1,2,612,316
0,52,1,3,586,388
0,52,1,4,554,462
0,52,1,5,670,248
0,52,1,6,676,162
0,52,1,7,686,96
0,52,1,8,654,408
0,52,1,9,658,522
0,52,1,10,616,606
0,52,1,11,706,404
0,52,1,12,678,528
0,52,1,13,682,624
0,52,1,14,594,268
0,52,1,15,612,264
0,52,1,17,636,244
0,54,1,0,604,278
0,54,1,1,642,288
0,54,1,2,610,320
0,54,1,3,586,388
0,54,1,4,552,462
0,54,1,5,670,252
0,54,1,6,676,162
0,54,1,7,686,96
0,54,1,8,654,410
0,54,1,9,666,526
0,54,1,10,616,606
0,54,1,11,706,406
0,54,1,12,678,528
0,54,1,13,680,624
0,54,1,14,594,268
0,54,1,15,610,264
0,54,1,17,636,244
0,56,1,0,602,278
0,56,1,1,640,286
0,56,1,2,610,316
0,56,1,3,584,390
0,56,1,4,552,462
0,56,1,5,668,250
0,56,1,6,674,162
0,56,1,7,684,98
0,56,1,8,654,410
0,56,1,9,662,522
0,56,1,10,600,632
0,56,1,11,704,408
0,56,1,12,678,526
0,56,1,13,682,626
0,56,1,14,592,268
0,56,1,15,610,264
0,56,1,17,634,244
0,58,1,0,600,278
0,58,1,1,640,290
0,58,1,2,610,318
0,58,1,3,584,390
0,58,1,4,552,462
0,58,1,5,670,256
0,58,1,6,672,162
0,58,1,7,684,96
0,58,1,8,654,408
0,58,1,9,662,524
0,58,1,10,598,636
0,58,1,11,704,406
0,58,1,12,678,526
0,58,1,13,682,626
0,58,1,14,592,268
0,58,1,15,608,264
0,58,1,17,634,246
0,60,1,0,600,278
0,60,1,1,640,286
0,60,1,2,610,318
0,60,1,3,584,390
0,60,1,4,552,462
0,60,1,5,666,250
0,60,1,6,672,162
0,60,1,7,682,98
0,60,1,8,654,406
0,60,1,9,656,520
0,60,1,10,616,606
0,60,1,11,704,406
0,60,1,12,678,526
0,60,1,13,680,626
0,60,1,14,590,268
0,60,1,15,608,264
0,60,1,17,634,244
0,62,1,0,600,276
0,62,1,1,638,286
0,62,1,2,610,318
0,62,1,3,584,390
0,62,1,4,552,462
0,62,1,5,666,248
0,62,1,6,674,162
0,62,1,7,684,98
0,62,1,8,654,406
0,62,1,9,650,516
0,62,1,10,616,606
0,62,1,11,706,404
0,62,1,12,678,528
0,62,1,13,680,624
0,62,1,14,590,268
0,62,1,15,608,264
0,62,1,17,634,244
0,64,1,0,600,276
0,64,1,1,640,286
0,64,1,2,610,318
0,64,1,3,584,390
0,64,1,4,552,462
0,64,1,5,668,250
0,64,1,6,674,162
0,64,1,7,684,96
0,64,1,8,656,404
0,64,1,9,658,524
0,64,1,10,616,606
0,64,1,11,706,402
0,64,1,12,678,528
0,64,1,13,680,624
0,64,1,14,590,268
0,64,1,15,608,262
0,64,1,17,634,244
0,66,1,0,600,276
0,66,1,1,640,288
0,66,1,2,610,318
0,66,1,3,584,390
0,66,1,4,552,462
0,66,1,5,668,252
0,66,1,6,674,162
0,66,1,7,684,98
0,66,1,8,656,408
0,66,1,9,656,522
0,66,1,10,682,626
0,66,1,11,706,406
0,66,1,12,678,528
0,66,1,13,680,624
0,66,1,14,590,268
0,66,1,15,606,262
0,66,1,17,634,244
0,68,1,0,600,276
0,68,1,1,640,290
0,68,1,2,610,318
0,68,1,3,584,390
0,68,1,4,552,462
0,68,1,5,668,254
0,68,1,6,674,162
0,68,1,7,684,98
0,68,1,8,654,408
0,68,1,9,654,518
0,68,1,10,682,628
0,68,1,11,706,404
0,68,1,12,680,524
0,68,1,13,680,624
0,68,1,14,590,268
0,68,1,15,606,262
0,68,1,17,634,244
0,70,1,0,600,276
0,70,1,1,640,288
0,70,1,2,610,320
0,70,1,3,584,390
0,70,1,4,552,462
0,70,1,5,668,252
0,70,1,6,674,162
0,70,1,7,684,96
0,70,1,8,656,406
0,70,1,9,654,518
0,70,1,10,684,628
0,70,1,11,706,404
0,70,1,12,680,526
0,70,1,13,680,624
0,70,1,14,590,266
0,70,1,15,606,262
0,70,1,17,634,244
0,72,1,0,600,276
0,72,1,1,640,286
0,72,1,2,610,316
0,72,1,3,584,388
0,72,1,4,552,462
0,72,1,5,668,252
0,72,1,6,674,162
0,72,1,7,684,96
0,72,1,8,654,408
0,72,1,9,654,524
0,72,1,10,616,604
0,72,1,11,706,404
0,72,1,12,678,528
0,72,1,13,680,622
0,72,1,14,590,266
0,72,1,15,606,262
0,72,1,17,634,244
0,74,1,0,600,272
0,74,1,1,640,286
0,74,1,2,610,316
0,74,1,3,584,386
0,74,1,4,550,460
0,74,1,5,670,252
0,74,1,6,674,160
0,74,1,7,684,94
0,74,1,8,654,406
0,74,1,9,650,518
0,74,1,10,614,604
0,74,1,11,706,404
0,74,1,12,678,528
0,74,1,13,680,622
0,74,1,14,590,264
0,74,1,15,606,260
0,74,1,17,634,242
0,76,1,0,600,272
0,76,1,1,640,286
0,76,1,2,610,316
0,76,1,3,584,386
0,76,1,4,550,460
0,76,1,5,668,250
0,76,1,6,674,158
0,76,1,7,684,92
0,76,1,8,654,404
0,76,1,9,650,512
0,76,1,10,682,622
0,76,1,11,706,402
0,76,1,12,678,520
0,76,1,13,680,620
0,76,1,14,590,262
0,76,1,15,606,258
0,76,1,17,634,240
0,78,1,0,600,270
0,78,1,1,640,286
0,78,1,2,610,314
0,78,1,3,582,386
0,78,1,4,550,458
0,78,1,5,670,250
0,78,1,6,674,156
0,78,1,7,684,92
0,78,1,8,654,402
0,78,1,9,656,520
0,78,1,10,616,600
0,78,1,11,706,402
0,78,1,12,680,526
0,78,1,13,680,620
0,78,1,14,590,262
0,78,1,15,606,256
0,78,1,17,634,240
0,80,1,0,600,270
0,80,1,1,638,282
0,80,1,2,610,314
0,80,1,3,582,384
0,80,1,4,550,458
0,80,1,5,666,244
0,80,1,6,674,156
0,80,1,7,684,92
0,80,1,8,654,404
0,80,1,9,662,520
0,80,1,10,616,602
0,80,1,11,706,400
0,80,1,12,678,524
0,80,1,13,682,620
0,80,1,14,590,262
0,80,1,15,606,256
0,80,1,17,634,238
0,82,1,0,600,270
0,82,1,1,640,284
0,82,1,2,610,314
0,82,1,3,582,384
0,82,1,4,548,458
0,82,1,5,668,248
0,82,1,6,674,158
0,82,1,7,684,92
0,82,1,8,658,402
0,82,1,9,660,516
0,82,1,10,684,626
0,82,1,11,708,398
0,82,1,12,682,520
0,82,1,13,682,622
0,82,1,14,590,262
0,82,1,15,608,256
0,82,1,17,634,240
0,84,1,0,600,270
0,84,1,1,640,284
0,84,1,2,610,314
0,84,1,3,582,384
0,84,1,4,548,456
0,84,1,5,668,248
0,84,1,6,674,158
0,84,1,7,684,92
0,84,1,8,658,402
0,84,1,9,656,514
0,84,1,10,684,624
0,84,1,11,708,398
0,84,1,12,682,522
0,84,1,13,682,620
0,84,1,14,590,260
0,84,1,15,608,256
0,84,1,17,634,240
0,86,1,0,602,270
0,86,1,1,642,284
0,86,1,2,610,314
0,86,1,3,582,384
0,86,1,4,548,456
0,86,1,5,670,246
0,86,1,6,676,156
0,86,1,7,686,92
0,86,1,8,654,404
0,86,1,9,654,514
0,86,1,10,618,602
0,86,1,11,708,400
0,86,1,12,682,524
0,86,1,13,682,622
0,86,1,14,592,260
0,86,1,15,608,256
0,86,1,17,634,240
0,88,1,0,602,270
0,88,1,1,640,284
0,88,1,2,610,314
0,88,1,3,582,384
0,88,1,4,548,456
0,88,1,5,668,244
0,88,1,6,676,156
0,88,1,7,686,92
0,88,1,8,656,402
0,88,1,9,662,524
0,88,1,10,618,602
0,88,1,11,708,398
0,88,1,12,678,528
0,88,1,13,682,620
0,88,1,14,592,260
0,88,1,15,608,256
0,88,1,17,636,240
0,90,1,0,602,270
0,90,1,1,642,286
0,90,1,2,612,314
0,90,1,3,584,384
0,90,1,4,550,456
0,90,1,5,672,252
0,90,1,6,676,156
0,90,1,7,686,92
0,90,1,8,658,402
0,90,1,9,658,514
0,90,1,10,686,624
0,90,1,11,710,396
0,90,1,12,684,524
0,90,1,13,682,620
0,90,1,14,592,260
0,90,1,15,610,256
0,90,1,17,636,240
0,92,1,0,602,270
0,92,1,1,644,286
0,92,1,2,612,314
0,92,1,3,584,384
0,92,1,4,550,456
0,92,1,5,676,256
0,92,1,6,678,158
0,92,1,7,686,92
0,92,1,8,658,402
0,92,1,9,658,516
0,92,1,10,618,602
0,92,1,11,710,398
0,92,1,12,684,520
0,92,1,13,684,620
0,92,1,14,592,260
0,92,1,15,610,256
0,92,1,17,636,240
0,94,1,0,604,270
0,94,1,1,642,286
0,94,1,2,612,314
0,94,1,3,584,384
0,94,1,4,550,456
0,94,1,5,674,254
0,94,1,6,678,156
0,94,1,7,688,92
0,94,1,8,658,400
0,94,1,9,654,510
0,94,1,10,684,624
0,94,1,11,710,398
0,94,1,12,682,520
0,94,1,13,682,620
0,94,1,14,594,260
0,94,1,15,612,256
0,94,1,17,638,238
0,96,1,0,604,270
0,96,1,1,642,284
0,96,1,2,612,314
0,96,1,3,584,384
0,96,1,4,550,456
0,96,1,5,672,250
0,96,1,6,678,156
0,96,1,7,688,92
0,96,1,8,658,400
0,96,1,9,654,508
0,96,1,10,686,624
0,96,1,11,710,398
0,96,1,12,684,516
0,96,1,13,684,620
0,96,1,14,594,260
0,96,1,15,612,256
0,96,1,17,638,238
0,98,1,0,604,270
0,98,1,1,642,284
0,98,1,2,612,314
0,98,1,3,584,384
0,98,1,4,550,456
0,98,1,5,670,248
0,98,1,6,678,156
0,98,1,7,688,94
0,98,1,8,658,400
0,98,1,9,658,518
0,98,1,10,684,624
0,98,1,11,710,398
0,98,1,12,682,526
0,98,1,13,682,618
0,98,1,14,594,260
0,98,1,15,612,256
0,98,1,17,638,240
0,100,1,0,606,270
0,100,1,1,644,284
0,100,1,2,614,314
0,100,1,3,584,384
0,100,1,4,550,456
0,100,1,5,672,248
0,100,1,6,680,158
0,100,1,7,688,94
0,100,1,8,658,402
0,100,1,9,668,522
0,100,1,10,686,624
0,100,1,11,710,398
0,100,1,12,680,528
0,100,1,13,684,620
0,100,1,14,596,260
0,100,1,15,614,256
0,100,1,17,640,240
0,102,1,0,606,270
0,102,1,1,644,284
0,102,1,2,614,314
0,102,1,3,586,384
0,102,1,4,550,456
0,102,1,5,672,246
0,102,1,6,680,158
0,102,1,7,690,94
0,102,1,8,658,404
0,102,1,9,662,520
0,102,1,10,684,624
0,102,1,11,710,400
0,102,1,12,682,526
0,102,1,13,682,618
0,102,1,14,598,262
0,102,1,15,614,258
0,102,1,17,640,240
0,104,1,0,608,270
0,104,1,1,644,284
0,104,1,2,614,314
0,104,1,3,586,384
0,104,1,4,550,456
0,104,1,5,674,246
0,104,1,6,682,158
0,104,1,7,692,94
0,104,1,8,660,402
0,104,1,9,658,518
0,104,1,10,686,624
0,104,1,11,710,400
0,104,1,12,682,524
0,104,1,13,684,622
0,104,1,14,598,262
0,104,1,15,614,258
0,104,1,17,642,240
0,106,1,0,608,270
0,106,1,1,646,282
0,106,1,2,616,314
0,106,1,3,586,384
0,106,1,4,552,454
0,106,1,5,674,246
0,106,1,6,682,158
0,106,1,7,694,94
0,106,1,8,660,406
0,106,1,9,670,522
0,106,1,10,620,602
0,106,1,11,712,402
0,106,1,12,682,526
0,106,1,13,684,622
0,106,1,14,598,260
0,106,1,15,616,256
0,106,1,17,642,240
0,108,1,0,610,270
0,108,1,1,648,284
0,108,1,2,618,314
0,108,1,3,588,384
0,108,1,4,554,454
0,108,1,5,676,244
0,108,1,6,686,158
0,108,1,7,696,94
0,108,1,8,662,404
0,108,1,9,672,528
0,108,1,10,622,602
0,108,1,11,714,402
0,108,1,12,682,530
0,108,1,13,686,622
0,108,1,14,600,260
0,108,1,15,618,256
0,108,1,17,644,240
0,110,1,0,612,270
0,110,1,1,650,284
0,110,1,2,618,312
0,110,1,3,590,382
0,110,1,4,554,454
0,110,1,5,678,246
0,110,1,6,688,160
0,110,1,7,698,94
0,110,1,8,662,404
0,110,1,9,662,514
0,110,1,10,690,624
0,110,1,11,714,402
0,110,1,12,688,520
0,110,1,13,688,622
0,110,1,14,602,260
0,110,1,15,620,256
0,110,1,17,646,240
0,112,1,0,614,270
0,112,1,1,652,284
0,112,1,2,622,312
0,112,1,3,592,382
0,112,1,4,556,454
0,112,1,5,682,250
0,112,1,6,690,158
0,112,1,7,702,94
0,112,1,8,664,402
0,112,1,9,662,512
0,112,1,10,624,604
0,112,1,11,716,400
0,112,1,12,688,520
0,112,1,13,688,622
0,112,1,14,604,260
0,112,1,15,622,256
0,112,1,17,648,240
0,114,1,0,616,270
0,114,1,1,652,284
0,114,1,2,622,312
0,114,1,3,592,384
0,114,1,4,556,454
0,114,1,5,682,248
0,114,1,6,690,160
0,114,1,7,704,94
0,114,1,8,666,404
0,114,1,9,664,516
0,114,1,10,692,628
0,114,1,11,718,402
0,114,1,12,688,526
0,114,1,13,690,624
0,114,1,14,606,260
0,114,1,15,622,256
0,114,1,17,650,240
0,116,1,0,616,270
0,116,1,1,654,284
0,116,1,2,624,312
0,116,1,3,592,384
0,116,1,4,558,454
0,116,1,5,684,248
0,116,1,6,694,160
0,116,1,7,706,96
0,116,1,8,666,406
0,116,1,9,666,516
0,116,1,10,692,630
0,116,1,11,718,402
0,116,1,12,690,522
0,116,1,13,690,624
0,116,1,14,608,262
0,116,1,15,624,256
0,116,1,17,650,240
0,118,1,0,616,270
0,118,1,1,654,282
0,118,1,2,624,312
0,118,1,3,594,384
0,118,1,4,558,454
0,118,1,5,684,246
0,118,1,6,694,160
0,118,1,7,708,94
0,118,1,8,668,402
0,118,1,9,670,520
0,118,1,10,626,604
0,118,1,11,718,400
0,118,1,12,688,526
0,118,1,13,690,626
0,118,1,14,608,260
0,118,1,15,624,256
0,118,1,17,652,240
0,120,1,0,618,270
0,120,1,1,654,282
0,120,1,2,624,312
0,120,1,3,594,384
0,120,1,4,558,454
0,120,1,5,684,246
0,120,1,6,694,162
0,120,1,7,708,96
0,120,1,8,666,406
0,120,1,9,664,518
0,120,1,10,694,628
0,120,1,11,718,406
0,120,1,12,690,526
0,120,1,13,692,626
0,120,1,14,608,260
0,120,1,15,626,256
0,120,1,17,652,242
0,122,1,0,618,270
0,122,1,1,656,286
0,122,1,2,624,314
0,122,1,3,596,382
0,122,1,4,560,454
0,122,1,5,686,252
0,122,1,6,696,160
0,122,1,7,708,96
0,122,1,8,668,404
0,122,1,9,664,514
0,122,1,10,626,604
0,122,1,11,718,402
0,122,1,12,692,522
0,122,1,13,692,626
0,122,1,14,608,260
0,122,1,15,626,258
0,122,1,17,654,242
0,124,1,0,618,270
0,124,1,1,658,284
0,124,1,2,626,312
0,124,1,3,596,382
0,124,1,4,560,454
0,124,1,5,688,250
0,124,1,6,696,162
0,124,1,7,710,96
0,124,1,8,668,404
0,124,1,9,670,518
0,124,1,10,626,604
0,124,1,11,720,402
0,124,1,12,692,526
0,124,1,13,690,624
0,124,1,14,610,260
0,124,1,15,628,256
0,124,1,17,654,240
0,126,1,0,620,270
0,126,1,1,658,284
0,126,1,2,628,312
0,126,1,3,596,384
0,126,1,4,562,454
0,126,1,5,686,248
0,126,1,6,696,162
0,126,1,7,710,96
0,126,1,8,668,402
0,126,1,9,668,518
0,126,1,10,626,604
0,126,1,11,720,400
0,126,1,12,692,526
0,126,1,13,690,622
0,126,1,14,610,260
0,126,1,15,628,256
0,126,1,17,656,240
0,128,1,0,620,270
0,128,1,1,658,284
0,128,1,2,628,314
0,128,1,3,598,384
0,128,1,4,562,454
0,128,1,5,688,250
0,128,1,6,698,162
0,128,1,7,712,96
0,128,1,8,670,404
0,128,1,9,670,518
0,128,1,10,628,604
0,128,1,11,722,404
0,128,1,12,692,526
0,128,1,13,692,624
0,128,1,14,610,260
0,128,1,15,628,256
0,128,1,17,656,240
0,130,1,0,620,270
0,130,1,1,658,286
0,130,1,2,628,314
0,130,1,3,598,384
0,130,1,4,564,454
0,130,1,5,690,252
0,130,1,6,698,162
0,130,1,7,712,96
0,130,1,8,672,406
0,130,1,9,676,520
0,130,1,10,630,602
0,130,1,11,722,404
0,130,1,12,692,524
0,130,1,13,692,624
0,130,1,14,610,258
0,130,1,15,628,256
0,130,1,17,656,240
0,132,1,0,620,270
0,132,1,1,660,286
0,132,1,2,628,314
0,132,1,3,598,384
0,132,1,4,564,454
0,132,1,5,690,252
0,132,1,6,700,162
0,132,1,7,714,98
0,132,1,8,670,408
0,132,1,9,666,512
0,132,1,10,630,602
0,132,1,11,722,406
0,132,1,12,694,522
0,132,1,13,692,624
0,132,1,14,610,258
0,132,1,15,630,256
0,132,1,17,656,240
0,134,1,0,620,270
0,134,1,1,660,286
0,134,1,2,628,314
0,134,1,3,598,384
0,134,1,4,564,454
0,134,1,5,690,252
0,134,1,6,700,162
0,134,1,7,714,98
0,134,1,8,672,406
0,134,1,9,666,512
0,134,1,10,694,624
0,134,1,11,722,406
0,134,1,12,694,522
0,134,1,13,692,624
0,134,1,14,612,258
0,134,1,15,630,256
0,134,1,17,656,240
0,136,1,0,622,268
0,136,1,1,660,286
0,136,1,2,628,314
0,136,1,3,598,384
0,136,1,4,564,454
0,136,1,5,692,256
0,136,1,6,700,160
0,136,1,7,714,96
