,frame,human,point,x,y
0,305,1,2,890,384
0,305,1,3,852,442
0,305,1,5,858,316
0,305,1,6,854,208
0,305,1,7,856,142
0,305,1,8,778,414
0,305,1,9,866,494
0,305,1,10,860,610
0,305,1,11,748,384
0,305,1,12,666,504
0,305,1,13,612,574
0,305,1,15,912,300
0,305,1,17,914,310
0,306,1,2,894,384
0,306,1,5,860,316
0,306,1,6,856,210
0,306,1,7,856,142
0,306,1,8,778,414
0,306,1,9,868,494
0,306,1,10,860,610
0,306,1,11,750,386
0,306,1,12,666,504
0,306,1,13,614,570
0,306,1,17,914,310
0,307,1,2,894,384
0,307,1,5,860,316
0,307,1,6,856,210
0,307,1,7,856,142
0,307,1,8,778,414
0,307,1,9,868,494
0,307,1,10,860,610
0,307,1,11,750,386
0,307,1,12,666,504
0,307,1,13,614,570
0,307,1,17,914,310
0,308,1,2,892,386
0,308,1,5,862,314
0,308,1,6,858,210
0,308,1,7,858,142
0,308,1,8,776,410
0,308,1,9,868,496
0,308,1,10,862,610
0,308,1,11,750,388
0,308,1,12,668,504
0,308,1,13,616,568
0,308,1,15,914,302
0,308,1,17,916,312
0,309,1,2,892,386
0,309,1,5,862,314
0,309,1,6,858,210
0,309,1,7,858,142
0,309,1,8,776,410
0,309,1,9,868,496
0,309,1,10,862,610
0,309,1,11,750,388
0,309,1,12,668,504
0,309,1,13,616,568
0,309,1,15,914,302
0,309,1,17,916,312
0,310,1,2,866,316
0,310,1,3,858,212
0,310,1,4,858,144
0,310,1,5,864,314
0,310,1,8,774,410
0,310,1,9,868,496
0,310,1,10,862,610
0,310,1,11,750,388
0,310,1,12,668,504
0,310,1,13,614,572
0,310,1,16,920,312
0,310,1,17,918,312
0,311,1,2,866,316
0,311,1,3,858,212
0,311,1,4,858,144
0,311,1,5,864,314
0,311,1,8,774,410
0,311,1,9,868,496
0,311,1,10,862,610
0,311,1,11,750,388
0,311,1,12,668,504
0,311,1,13,614,572
0,311,1,16,920,312
0,311,1,17,918,312
0,312,1,2,894,386
0,312,1,5,864,316
0,312,1,6,858,212
0,312,1,7,858,142
0,312,1,8,778,412
0,312,1,9,870,496
0,312,1,10,864,610
0,312,1,11,752,388
0,312,1,12,670,504
0,312,1,13,616,572
0,312,1,17,918,312
0,313,1,2,894,386
0,313,1,5,864,316
0,313,1,6,858,212
0,313,1,7,858,142
0,313,1,8,778,412
0,313,1,9,870,496
0,313,1,10,864,610
0,313,1,11,752,388
0,313,1,12,670,504
0,313,1,13,616,572
0,313,1,17,918,312
0,314,1,2,896,384
0,314,1,5,864,314
0,314,1,17,918,312
0,314,1,8,782,416
0,314,1,9,870,496
0,314,1,10,864,608
0,314,1,11,752,390
0,314,1,12,670,506
0,314,1,13,616,572
0,315,1,2,896,384
0,315,1,5,864,314
0,315,1,17,918,312
0,315,1,8,782,416
0,315,1,9,870,496
0,315,1,10,864,608
0,315,1,11,752,390
0,315,1,12,670,506
0,315,1,13,616,572
0,316,1,2,894,390
0,316,1,5,862,316
0,316,1,6,858,212
0,316,1,7,858,142
0,316,1,8,782,416
0,316,1,9,870,496
0,316,1,10,864,610
0,316,1,11,752,392
0,316,1,12,670,506
0,316,1,13,616,574
0,316,1,15,916,306
0,316,1,17,918,314
0,317,1,2,894,390
0,317,1,5,862,316
0,317,1,6,858,212
0,317,1,7,858,142
0,317,1,8,782,416
0,317,1,9,870,496
0,317,1,10,864,610
0,317,1,11,752,392
0,317,1,12,670,506
0,317,1,13,616,574
0,317,1,15,916,306
0,317,1,17,918,314
0,318,1,2,896,386
0,318,1,5,864,320
0,318,1,6,858,208
0,318,1,7,860,144
0,318,1,8,782,418
0,318,1,9,872,498
0,318,1,10,864,610
0,318,1,11,752,390
0,318,1,12,670,506
0,318,1,13,614,576
0,318,1,15,916,306
0,318,1,17,918,316
0,319,1,2,896,386
0,319,1,5,864,320
0,319,1,6,858,208
0,319,1,7,860,144
0,319,1,8,782,418
0,319,1,9,872,498
0,319,1,10,864,610
0,319,1,11,752,390
0,319,1,12,670,506
0,319,1,13,614,576
0,319,1,15,916,306
0,319,1,17,918,316
0,320,1,2,896,388
0,320,1,5,866,318
0,320,1,17,918,314
0,320,1,8,782,416
0,320,1,9,872,498
0,320,1,10,866,610
0,320,1,11,752,390
0,320,1,12,672,506
0,320,1,13,614,578
0,320,1,15,916,306
0,321,1,2,896,388
0,321,1,5,866,318
0,321,1,17,918,314
0,321,1,8,782,416
0,321,1,9,872,498
0,321,1,10,866,610
0,321,1,11,752,390
0,321,1,12,672,506
0,321,1,13,614,578
0,321,1,15,916,306
0,322,1,2,898,386
0,322,1,5,864,320
0,322,1,6,858,210
0,322,1,7,858,144
0,322,1,8,786,418
0,322,1,9,872,498
0,322,1,10,866,610
0,322,1,11,754,390
0,322,1,12,672,506
0,322,1,13,616,576
0,322,1,15,916,304
0,322,1,17,918,314
0,323,1,2,898,386
0,323,1,5,864,320
0,323,1,6,858,210
0,323,1,7,858,144
0,323,1,8,786,418
0,323,1,9,872,498
0,323,1,10,866,610
0,323,1,11,754,390
0,323,1,12,672,506
0,323,1,13,616,576
0,323,1,15,916,304
0,323,1,17,918,314
0,324,1,2,896,386
0,324,1,5,866,318
0,324,1,6,858,206
0,324,1,7,858,144
0,324,1,8,784,418
0,324,1,9,872,498
0,324,1,10,866,610
0,324,1,11,754,390
0,324,1,12,672,506
0,324,1,13,616,576
0,324,1,15,916,304
0,324,1,17,918,314
0,325,1,2,896,386
0,325,1,5,866,318
0,325,1,6,858,206
0,325,1,7,858,144
0,325,1,8,784,418
0,325,1,9,872,498
0,325,1,10,866,610
0,325,1,11,754,390
0,325,1,12,672,506
0,325,1,13,616,576
0,325,1,15,916,304
0,325,1,17,918,314
0,326,1,2,898,386
0,326,1,5,866,318
0,326,1,6,858,212
0,326,1,7,860,142
0,326,1,8,786,418
0,326,1,9,872,498
0,326,1,10,868,610
0,326,1,11,756,390
0,326,1,12,672,506
0,326,1,13,620,572
0,326,1,15,918,306
0,326,1,17,920,316
0,327,1,2,898,386
0,327,1,5,866,318
0,327,1,6,858,212
0,327,1,7,860,142
0,327,1,8,786,418
0,327,1,9,872,498
0,327,1,10,868,610
0,327,1,11,756,390
0,327,1,12,672,506
0,327,1,13,620,572
0,327,1,15,918,306
0,327,1,17,920,316
0,328,1,2,900,384
0,328,1,5,864,318
0,328,1,6,860,208
0,328,1,7,860,144
0,328,1,8,786,420
0,328,1,9,872,498
0,328,1,10,868,612
0,328,1,11,756,390
0,328,1,12,672,506
0,328,1,13,620,570
0,328,1,15,916,304
0,328,1,17,920,314
0,329,1,2,900,384
0,329,1,5,864,318
0,329,1,6,860,208
0,329,1,7,860,144
0,329,1,8,786,420
0,329,1,9,872,498
0,329,1,10,868,612
0,329,1,11,756,390
0,329,1,12,672,506
0,329,1,13,620,570
0,329,1,15,916,304
0,329,1,17,920,314
0,330,1,2,900,386
0,330,1,5,862,318
0,330,1,6,860,208
0,330,1,7,860,142
0,330,1,8,786,420
0,330,1,9,874,498
0,330,1,10,868,610
0,330,1,11,754,392
0,330,1,12,672,506
0,330,1,13,620,572
0,330,1,15,916,304
0,330,1,17,920,314
0,331,1,2,900,386
0,331,1,5,862,318
0,331,1,6,860,208
0,331,1,7,860,142
0,331,1,8,786,420
0,331,1,9,874,498
0,331,1,10,868,610
0,331,1,11,754,392
0,331,1,12,672,506
0,331,1,13,620,572
0,331,1,15,916,304
0,331,1,17,920,314
0,332,1,2,900,384
0,332,1,5,866,316
0,332,1,6,860,210
0,332,1,7,860,142
0,332,1,8,784,418
0,332,1,9,874,496
0,332,1,10,868,610
0,332,1,11,756,392
0,332,1,12,672,506
0,332,1,13,620,574
0,332,1,17,920,312
0,333,1,2,900,384
0,333,1,5,866,316
0,333,1,6,860,210
0,333,1,7,860,142
0,333,1,8,784,418
0,333,1,9,874,496
0,333,1,10,868,610
0,333,1,11,756,392
0,333,1,12,672,506
0,333,1,13,620,574
0,333,1,17,920,312
0,334,1,2,900,384
0,334,1,5,866,318
0,334,1,6,860,206
0,334,1,7,860,142
0,334,1,8,786,416
0,334,1,9,874,494
0,334,1,10,868,610
0,334,1,11,754,390
0,334,1,12,674,504
0,334,1,13,620,572
0,334,1,15,918,300
0,334,1,17,920,312
0,335,1,2,900,384
0,335,1,5,866,318
0,335,1,6,860,206
0,335,1,7,860,142
0,335,1,8,786,416
0,335,1,9,874,494
0,335,1,10,868,610
0,335,1,11,754,390
0,335,1,12,674,504
0,335,1,13,620,572
0,335,1,15,918,300
0,335,1,17,920,312
0,336,1,2,904,384
0,336,1,5,870,322
0,336,1,6,860,206
0,336,1,7,860,142
0,336,1,8,788,416
0,336,1,9,874,494
0,336,1,10,868,610
0,336,1,11,756,388
0,336,1,12,674,504
0,336,1,13,620,574
0,336,1,15,918,304
0,336,1,17,922,312
0,337,1,2,904,384
0,337,1,5,870,322
0,337,1,6,860,206
0,337,1,7,860,142
0,337,1,8,788,416
0,337,1,9,874,494
0,337,1,10,868,610
0,337,1,11,756,388
0,337,1,12,674,504
0,337,1,13,620,574
0,337,1,15,918,304
0,337,1,17,922,312
0,338,1,2,902,386
0,338,1,5,868,318
0,338,1,6,860,206
0,338,1,7,860,142
0,338,1,8,786,416
0,338,1,9,876,496
0,338,1,10,868,610
0,338,1,11,756,390
0,338,1,12,674,506
0,338,1,13,620,572
0,338,1,15,920,302
0,338,1,17,924,312
0,339,1,2,902,386
0,339,1,5,868,318
0,339,1,6,860,206
0,339,1,7,860,142
0,339,1,8,786,416
0,339,1,9,876,496
0,339,1,10,868,610
0,339,1,11,756,390
0,339,1,12,674,506
0,339,1,13,620,572
0,339,1,15,920,302
0,339,1,17,924,312
0,340,1,2,902,386
0,340,1,5,870,316
0,340,1,6,860,210
0,340,1,7,858,142
0,340,1,8,788,416
0,340,1,9,876,496
0,340,1,10,868,610
0,340,1,11,758,390
0,340,1,12,674,506
0,340,1,13,622,570
0,340,1,15,922,302
0,340,1,17,924,312
0,341,1,2,902,386
0,341,1,5,870,316
0,341,1,6,860,210
0,341,1,7,858,142
0,341,1,8,788,416
0,341,1,9,876,496
0,341,1,10,868,610
0,341,1,11,758,390
0,341,1,12,674,506
0,341,1,13,622,570
0,341,1,15,922,302
0,341,1,17,924,312
0,342,1,2,898,388
0,342,1,5,868,314
0,342,1,6,860,212
0,342,1,7,858,140
0,342,1,8,784,414
0,342,1,9,876,496
0,342,1,10,868,608
0,342,1,11,756,390
0,342,1,12,674,504
0,342,1,13,624,568
0,342,1,17,924,312
0,343,1,2,898,388
0,343,1,5,868,314
0,343,1,6,860,212
0,343,1,7,858,140
0,343,1,8,784,414
0,343,1,9,876,496
0,343,1,10,868,608
0,343,1,11,756,390
0,343,1,12,674,504
0,343,1,13,624,568
0,343,1,17,924,312
0,344,1,2,900,386
0,344,1,5,870,314
0,344,1,6,858,208
0,344,1,7,858,140
0,344,1,8,786,414
0,344,1,9,876,496
0,344,1,10,870,608
0,344,1,11,758,388
0,344,1,12,674,504
0,344,1,13,622,570
0,344,1,15,922,300
0,344,1,17,924,312
0,345,1,2,900,386
0,345,1,5,870,314
0,345,1,6,858,208
0,345,1,7,858,140
0,345,1,8,786,414
0,345,1,9,876,496
0,345,1,10,870,608
0,345,1,11,758,388
0,345,1,12,674,504
0,345,1,13,622,570
0,345,1,15,922,300
0,345,1,17,924,312
0,346,1,1,884,354
0,346,1,2,900,386
0,346,1,5,868,314
0,346,1,6,860,206
0,346,1,7,858,140
0,346,1,8,788,416
0,346,1,9,876,496
0,346,1,10,870,608
0,346,1,11,756,388
0,346,1,12,674,504
0,346,1,13,622,574
0,346,1,15,922,298
0,346,1,17,924,312
0,347,1,1,884,354
0,347,1,2,900,386
0,347,1,5,868,314
0,347,1,6,860,206
0,347,1,7,858,140
0,347,1,8,788,416
0,347,1,9,876,496
0,347,1,10,870,608
0,347,1,11,756,388
0,347,1,12,674,504
0,347,1,13,622,574
0,347,1,15,922,298
0,347,1,17,924,312
0,348,1,2,902,386
0,348,1,5,868,314
0,348,1,6,860,206
0,348,1,7,858,140
0,348,1,8,788,416
0,348,1,9,878,496
0,348,1,10,870,610
0,348,1,11,756,388
0,348,1,12,676,504
0,348,1,13,622,572
0,348,1,15,922,296
0,348,1,17,924,310
0,349,1,2,902,386
0,349,1,5,868,314
0,349,1,6,860,206
0,349,1,7,858,140
0,349,1,8,788,416
0,349,1,9,878,496
0,349,1,10,870,610
0,349,1,11,756,388
0,349,1,12,676,504
0,349,1,13,622,572
0,349,1,15,922,296
0,349,1,17,924,310
0,350,1,2,902,384
0,350,1,5,870,316
0,350,1,6,860,206
0,350,1,7,858,140
0,350,1,8,786,414
0,350,1,9,878,496
0,350,1,10,870,608
0,350,1,11,758,388
0,350,1,12,676,504
0,350,1,13,620,576
0,350,1,15,922,296
0,350,1,17,926,310
0,351,1,2,902,384
0,351,1,5,870,316
0,351,1,6,860,206
0,351,1,7,858,140
0,351,1,8,786,414
0,351,1,9,878,496
0,351,1,10,870,608
0,351,1,11,758,388
0,351,1,12,676,504
0,351,1,13,620,576
0,351,1,15,922,296
0,351,1,17,926,310
0,352,1,2,900,384
0,352,1,3,864,440
0,352,1,5,870,314
0,352,1,6,860,208
0,352,1,7,860,140
0,352,1,8,786,412
0,352,1,9,878,496
0,352,1,10,870,608
0,352,1,11,758,390
0,352,1,12,676,504
0,352,1,13,620,576
0,352,1,15,922,296
0,352,1,17,926,310
0,353,1,2,900,384
0,353,1,3,864,440
0,353,1,5,870,314
0,353,1,6,860,208
0,353,1,7,860,140
0,353,1,8,786,412
0,353,1,9,878,496
0,353,1,10,870,608
0,353,1,11,758,390
0,353,1,12,676,504
0,353,1,13,620,576
0,353,1,15,922,296
0,353,1,17,926,310
0,354,1,2,902,384
0,354,1,5,870,314
0,354,1,6,862,208
0,354,1,7,860,138
0,354,1,8,788,414
0,354,1,9,878,496
0,354,1,10,872,608
0,354,1,11,756,390
0,354,1,12,676,504
0,354,1,13,620,576
0,354,1,15,922,298
0,354,1,17,926,312
0,355,1,2,902,384
0,355,1,5,870,314
0,355,1,6,862,208
0,355,1,7,860,138
0,355,1,8,788,414
0,355,1,9,878,496
0,355,1,10,872,608
0,355,1,11,756,390
0,355,1,12,676,504
0,355,1,13,620,576
0,355,1,15,922,298
0,355,1,17,926,312
0,356,1,2,902,384
0,356,1,5,870,314
0,356,1,6,862,202
0,356,1,7,862,138
0,356,1,8,786,414
0,356,1,9,880,496
0,356,1,10,872,608
0,356,1,11,758,388
0,356,1,12,676,504
0,356,1,13,620,576
0,356,1,15,922,302
0,356,1,17,926,312
0,357,1,2,902,384
0,357,1,5,870,314
0,357,1,6,862,202
0,357,1,7,862,138
0,357,1,8,786,414
0,357,1,9,880,496
0,357,1,10,872,608
0,357,1,11,758,388
0,357,1,12,676,504
0,357,1,13,620,576
0,357,1,15,922,302
0,357,1,17,926,312
0,358,1,2,904,384
0,358,1,5,870,314
0,358,1,6,866,206
0,358,1,7,864,138
0,358,1,8,790,416
0,358,1,9,880,496
0,358,1,10,872,608
0,358,1,11,758,388
0,358,1,12,678,502
0,358,1,13,622,574
0,358,1,15,924,300
0,358,1,17,926,312
0,359,1,2,904,384
0,359,1,5,870,314
0,359,1,6,866,206
0,359,1,7,864,138
0,359,1,8,790,416
0,359,1,9,880,496
0,359,1,10,872,608
0,359,1,11,758,388
0,359,1,12,678,502
0,359,1,13,622,574
0,359,1,15,924,300
0,359,1,17,926,312
0,360,1,2,904,384
0,360,1,5,868,314
0,360,1,6,866,206
0,360,1,7,866,140
0,360,1,8,790,416
0,360,1,9,880,494
0,360,1,10,872,608
0,360,1,11,760,386
0,360,1,12,676,504
0,360,1,13,622,572
0,360,1,15,924,300
0,360,1,17,926,312
0,361,1,2,904,384
0,361,1,5,868,314
0,361,1,6,866,206
0,361,1,7,866,140
0,361,1,8,790,416
0,361,1,9,880,494
0,361,1,10,872,608
0,361,1,11,760,386
0,361,1,12,676,504
0,361,1,13,622,572
0,361,1,15,924,300
0,361,1,17,926,312
0,362,1,2,906,384
0,362,1,5,872,316
0,362,1,6,866,202
0,362,1,7,866,140
0,362,1,8,792,416
0,362,1,9,880,494
0,362,1,10,872,606
0,362,1,11,760,388
0,362,1,12,678,504
0,362,1,13,622,572
0,362,1,15,924,298
0,362,1,17,928,312
0,363,1,2,906,384
0,363,1,5,872,316
0,363,1,6,866,202
0,363,1,7,866,140
0,363,1,8,792,416
0,363,1,9,880,494
0,363,1,10,872,606
0,363,1,11,760,388
0,363,1,12,678,504
0,363,1,13,622,572
0,363,1,15,924,298
0,363,1,17,928,312
0,364,1,2,906,382
0,364,1,5,870,316
0,364,1,6,866,206
0,364,1,7,868,140
0,364,1,8,790,414
0,364,1,9,880,494
0,364,1,10,872,608
0,364,1,11,760,388
0,364,1,12,678,504
0,364,1,13,622,574
0,364,1,15,924,298
0,364,1,17,928,310
0,365,1,2,906,382
0,365,1,5,870,316
0,365,1,6,866,206
0,365,1,7,868,140
0,365,1,8,790,414
0,365,1,9,880,494
0,365,1,10,872,608
0,365,1,11,760,388
0,365,1,12,678,504
0,365,1,13,622,574
0,365,1,15,924,298
0,365,1,17,928,310
0,366,1,2,906,382
0,366,1,5,872,316
0,366,1,6,866,206
0,366,1,7,868,140
0,366,1,8,794,416
0,366,1,9,882,494
0,366,1,10,872,608
0,366,1,11,762,388
0,366,1,12,678,504
0,366,1,13,624,572
0,366,1,15,926,298
0,366,1,17,928,312
0,367,1,2,906,382
0,367,1,5,872,316
0,367,1,6,866,206
0,367,1,7,868,140
0,367,1,8,794,416
0,367,1,9,882,494
0,367,1,10,872,608
0,367,1,11,762,388
0,367,1,12,678,504
0,367,1,13,624,572
0,367,1,15,926,298
0,367,1,17,928,312
0,368,1,2,906,384
0,368,1,3,868,442
0,368,1,5,870,316
0,368,1,6,868,208
0,368,1,7,868,142
0,368,1,8,794,416
0,368,1,9,882,494
0,368,1,10,872,606
0,368,1,11,764,388
0,368,1,12,680,504
0,368,1,13,624,572
0,368,1,15,926,300
0,368,1,17,928,310
0,369,1,2,906,384
0,369,1,3,868,442
0,369,1,5,870,316
0,369,1,6,868,208
0,369,1,7,868,142
0,369,1,8,794,416
0,369,1,9,882,494
0,369,1,10,872,606
0,369,1,11,764,388
0,369,1,12,680,504
0,369,1,13,624,572
0,369,1,15,926,300
0,369,1,17,928,310
0,370,1,2,906,386
0,370,1,3,870,440
0,370,1,5,872,316
0,370,1,6,868,204
0,370,1,7,868,142
0,370,1,8,794,416
0,370,1,9,884,494
0,370,1,10,874,608
0,370,1,11,764,388
0,370,1,12,680,504
0,370,1,13,624,572
0,370,1,15,928,300
0,370,1,17,928,310
0,371,1,2,906,386
0,371,1,3,870,440
0,371,1,5,872,316
0,371,1,6,868,204
0,371,1,7,868,142
0,371,1,8,794,416
0,371,1,9,884,494
0,371,1,10,874,608
0,371,1,11,764,388
0,371,1,12,680,504
0,371,1,13,624,572
0,371,1,15,928,300
0,371,1,17,928,310
0,372,1,2,906,386
0,372,1,3,868,442
0,372,1,5,874,314
0,372,1,6,868,206
0,372,1,7,868,140
0,372,1,8,796,416
0,372,1,9,884,494
0,372,1,10,874,608
0,372,1,11,764,386
0,372,1,12,678,504
0,372,1,13,624,574
0,372,1,15,928,298
0,372,1,17,928,310
0,373,1,2,906,386
0,373,1,3,868,442
0,373,1,5,874,314
0,373,1,6,868,206
0,373,1,7,868,140
0,373,1,8,796,416
0,373,1,9,884,494
0,373,1,10,874,608
0,373,1,11,764,386
0,373,1,12,678,504
0,373,1,13,624,574
0,373,1,15,928,298
0,373,1,17,928,310
0,374,1,2,910,382
0,374,1,5,874,312
0,374,1,6,868,206
0,374,1,7,868,140
0,374,1,8,796,414
0,374,1,9,884,494
0,374,1,10,874,608
0,374,1,11,764,386
0,374,1,12,680,504
0,374,1,13,624,574
0,374,1,15,928,298
0,374,1,17,930,310
0,375,1,2,910,382
0,375,1,5,874,312
0,375,1,6,868,206
0,375,1,7,868,140
0,375,1,8,796,414
0,375,1,9,884,494
0,375,1,10,874,608
0,375,1,11,764,386
0,375,1,12,680,504
0,375,1,13,624,574
0,375,1,15,928,298
0,375,1,17,930,310
0,376,1,2,908,384
0,376,1,5,874,314
0,376,1,6,868,208
0,376,1,7,868,140
0,376,1,8,792,414
0,376,1,9,882,494
0,376,1,10,874,608
0,376,1,11,766,388
0,376,1,12,680,504
0,376,1,13,624,574
0,376,1,15,928,298
0,376,1,16,940,354
0,376,1,17,930,308
0,377,1,2,908,384
0,377,1,5,874,314
0,377,1,6,868,208
0,377,1,7,868,140
0,377,1,8,792,414
0,377,1,9,882,494
0,377,1,10,874,608
0,377,1,11,766,388
0,377,1,12,680,504
0,377,1,13,624,574
0,377,1,15,928,298
0,377,1,16,940,354
0,377,1,17,930,308
0,378,1,2,908,384
0,378,1,5,876,314
0,378,1,6,868,210
0,378,1,7,870,140
0,378,1,8,794,412
0,378,1,9,882,494
0,378,1,10,874,608
0,378,1,11,766,386
0,378,1,12,680,504
0,378,1,13,624,572
0,378,1,15,928,296
0,378,1,17,930,310
0,379,1,2,908,384
0,379,1,5,876,314
0,379,1,6,868,210
0,379,1,7,870,140
0,379,1,8,794,412
0,379,1,9,882,494
0,379,1,10,874,608
0,379,1,11,766,386
0,379,1,12,680,504
0,379,1,13,624,572
0,379,1,15,928,296
0,379,1,17,930,310
0,380,1,2,906,386
0,380,1,5,872,312
0,380,1,6,870,204
0,380,1,7,870,140
0,380,1,8,794,414
0,380,1,9,882,494
0,380,1,10,874,608
0,380,1,11,764,386
0,380,1,12,680,504
0,380,1,13,624,572
0,380,1,15,926,296
0,380,1,17,928,308
0,381,1,2,906,386
0,381,1,5,872,312
0,381,1,6,870,204
0,381,1,7,870,140
0,381,1,8,794,414
0,381,1,9,882,494
0,381,1,10,874,608
0,381,1,11,764,386
0,381,1,12,680,504
0,381,1,13,624,572
0,381,1,15,926,296
0,381,1,17,928,308
0,382,1,2,908,380
0,382,1,5,872,312
0,382,1,6,870,206
0,382,1,7,870,138
0,382,1,8,794,414
0,382,1,9,882,494
0,382,1,10,874,608
0,382,1,11,764,386
0,382,1,12,680,504
0,382,1,13,622,576
0,382,1,15,926,296
0,382,1,17,928,308
0,383,1,2,908,380
0,383,1,5,872,312
0,383,1,6,870,206
0,383,1,7,870,138
0,383,1,8,794,414
0,383,1,9,882,494
0,383,1,10,874,608
0,383,1,11,764,386
0,383,1,12,680,504
0,383,1,13,622,576
0,383,1,15,926,296
0,383,1,17,928,308
0,384,1,2,906,384
0,384,1,3,866,442
0,384,1,5,874,314
0,384,1,6,870,206
0,384,1,7,872,138
0,384,1,8,796,416
0,384,1,9,882,494
0,384,1,10,876,608
0,384,1,11,764,386
0,384,1,12,680,504
0,384,1,13,624,574
0,384,1,15,926,296
0,384,1,17,928,306
0,385,1,2,906,384
0,385,1,3,866,442
0,385,1,5,874,314
0,385,1,6,870,206
0,385,1,7,872,138
0,385,1,8,796,416
0,385,1,9,882,494
0,385,1,10,876,608
0,385,1,11,764,386
0,385,1,12,680,504
0,385,1,13,624,574
0,385,1,15,926,296
0,385,1,17,928,306
0,386,1,2,906,382
0,386,1,5,874,312
0,386,1,6,870,206
0,386,1,7,872,138
0,386,1,8,796,416
0,386,1,9,882,494
0,386,1,10,876,608
0,386,1,11,764,388
0,386,1,12,680,504
0,386,1,13,626,572
0,386,1,17,928,306
0,387,1,2,906,382
0,387,1,5,874,312
0,387,1,6,870,206
0,387,1,7,872,138
0,387,1,8,796,416
0,387,1,9,882,494
0,387,1,10,876,608
0,387,1,11,764,388
0,387,1,12,680,504
0,387,1,13,626,572
0,387,1,17,928,306
0,388,1,2,910,382
0,388,1,5,874,314
0,388,1,6,870,208
0,388,1,7,872,138
0,388,1,8,796,414
0,388,1,9,884,496
0,388,1,10,876,608
0,388,1,11,764,386
0,388,1,12,680,504
0,388,1,13,626,574
0,388,1,15,926,294
0,388,1,16,938,354
0,388,1,17,930,306
0,389,1,2,910,382
0,389,1,5,874,314
0,389,1,6,870,208
0,389,1,7,872,138
0,389,1,8,796,414
0,389,1,9,884,496
0,389,1,10,876,608
0,389,1,11,764,386
0,389,1,12,680,504
0,389,1,13,626,574
0,389,1,15,926,294
0,389,1,16,938,354
0,389,1,17,930,306
0,390,1,2,908,384
0,390,1,5,876,314
0,390,1,6,872,206
0,390,1,7,872,136
0,390,1,8,796,414
0,390,1,9,886,496
0,390,1,10,876,608
0,390,1,11,766,388
0,390,1,12,682,504
0,390,1,13,628,572
0,390,1,15,928,296
0,390,1,16,940,354
0,390,1,17,930,308
0,391,1,2,908,384
0,391,1,5,876,314
0,391,1,6,872,206
0,391,1,7,872,136
0,391,1,8,796,414
0,391,1,9,886,496
0,391,1,10,876,608
0,391,1,11,766,388
0,391,1,12,682,504
0,391,1,13,628,572
0,391,1,15,928,296
0,391,1,16,940,354
0,391,1,17,930,308
0,392,1,2,910,386
0,392,1,5,876,316
0,392,1,6,874,206
0,392,1,7,874,140
0,392,1,8,794,414
0,392,1,9,886,496
0,392,1,10,876,608
0,392,1,11,766,388
0,392,1,12,682,504
0,392,1,13,628,574
0,392,1,17,932,310
0,393,1,2,910,386
0,393,1,5,876,316
0,393,1,6,874,206
0,393,1,7,874,140
0,393,1,8,794,414
0,393,1,9,886,496
0,393,1,10,876,608
0,393,1,11,766,388
0,393,1,12,682,504
0,393,1,13,628,574
0,393,1,17,932,310
0,394,1,2,910,384
0,394,1,5,874,316
0,394,1,6,874,208
0,394,1,7,876,140
0,394,1,8,796,416
0,394,1,9,886,496
0,394,1,10,876,610
0,394,1,11,766,386
0,394,1,12,684,504
0,394,1,13,628,574
0,394,1,17,932,310
0,395,1,2,910,384
0,395,1,5,874,316
0,395,1,6,874,208
0,395,1,7,876,140
0,395,1,8,796,416
0,395,1,9,886,496
0,395,1,10,876,610
0,395,1,11,766,386
0,395,1,12,684,504
0,395,1,13,628,574
0,395,1,17,932,310
0,396,1,2,910,386
0,396,1,5,876,316
0,396,1,6,874,204
0,396,1,7,876,140
0,396,1,8,794,416
0,396,1,9,886,496
0,396,1,10,878,608
0,396,1,11,766,388
0,396,1,12,684,504
0,396,1,13,628,574
0,396,1,15,930,298
0,396,1,17,932,310
0,397,1,2,910,386
0,397,1,5,876,316
0,397,1,6,874,204
0,397,1,7,876,140
0,397,1,8,794,416
0,397,1,9,886,496
0,397,1,10,878,608
0,397,1,11,766,388
0,397,1,12,684,504
0,397,1,13,628,574
0,397,1,15,930,298
0,397,1,17,932,310
0,398,1,2,910,386
0,398,1,5,874,316
0,398,1,6,874,204
0,398,1,7,876,140
0,398,1,8,796,416
0,398,1,9,886,496
0,398,1,10,878,608
0,398,1,11,766,388
0,398,1,12,682,504
0,398,1,13,628,574
0,398,1,17,932,310
0,399,1,2,910,386
0,399,1,5,874,316
0,399,1,6,874,204
0,399,1,7,876,140
0,399,1,8,796,416
0,399,1,9,886,496
0,399,1,10,878,608
0,399,1,11,766,388
0,399,1,12,682,504
0,399,1,13,628,574
0,399,1,17,932,310
0,400,1,2,910,386
0,400,1,5,876,314
0,400,1,6,874,206
0,400,1,7,876,140
0,400,1,8,794,414
0,400,1,9,886,496
0,400,1,10,878,610
0,400,1,11,768,386
0,400,1,12,684,504
0,400,1,13,628,576
0,400,1,17,932,310
0,401,1,2,910,386
0,401,1,5,876,314
0,401,1,6,874,206
0,401,1,7,876,140
0,401,1,8,794,414
0,401,1,9,886,496
0,401,1,10,878,610
0,401,1,11,768,386
0,401,1,12,684,504
0,401,1,13,628,576
0,401,1,17,932,310
0,402,1,2,910,388
0,402,1,5,876,316
0,402,1,6,874,204
0,402,1,7,876,140
0,402,1,8,796,414
0,402,1,9,884,496
0,402,1,10,878,610
0,402,1,11,766,388
0,402,1,12,684,504
0,402,1,13,632,568
