,frame,human,point,x,y
0,412,1,17,673,183
0,414,1,0,632,187
0,414,1,1,655,248
0,414,1,2,616,250
0,414,1,5,694,250
0,414,1,6,772,266
0,414,1,7,852,238
0,414,1,8,606,401
0,414,1,9,608,539
0,414,1,10,608,645
0,414,1,11,665,407
0,414,1,12,725,543
0,414,1,13,768,614
0,414,1,14,624,179
0,414,1,15,645,177
0,414,1,17,675,183
0,416,1,0,632,189
0,416,1,1,655,248
0,416,1,2,614,250
0,416,1,5,692,250
0,416,1,6,772,266
0,416,1,7,852,238
0,416,1,8,608,399
0,416,1,9,608,539
0,416,1,10,608,647
0,416,1,11,665,405
0,416,1,12,688,490
0,416,1,13,786,657
0,416,1,14,624,179
0,416,1,15,645,177
0,416,1,17,675,183
0,418,1,0,632,189
0,418,1,1,653,252
0,418,1,2,610,258
0,418,1,5,694,250
0,418,1,6,772,266
0,418,1,7,852,238
0,418,1,8,606,401
0,418,1,9,606,537
0,418,1,10,608,645
0,418,1,11,663,409
0,418,1,12,725,543
0,418,1,13,786,659
0,418,1,14,626,179
0,418,1,15,645,177
0,418,1,17,675,183
0,420,1,0,632,189
0,420,1,1,653,250
0,420,1,2,612,256
0,420,1,5,694,252
0,420,1,6,774,266
0,420,1,7,854,238
0,420,1,8,608,401
0,420,1,9,608,539
0,420,1,10,608,647
0,420,1,11,665,407
0,420,1,12,723,541
0,420,1,13,786,657
0,420,1,14,626,179
0,420,1,15,645,177
0,420,1,17,675,183
0,422,1,0,632,189
0,422,1,1,653,252
0,422,1,2,612,258
0,422,1,5,694,252
0,422,1,6,774,266
0,422,1,7,852,240
0,422,1,8,608,403
0,422,1,9,608,537
0,422,1,10,608,645
0,422,1,11,667,409
0,422,1,12,723,541
0,422,1,13,788,659
0,422,1,14,626,181
0,422,1,15,645,179
0,422,1,17,675,183
0,424,1,0,632,189
0,424,1,1,653,254
0,424,1,2,612,258
0,424,1,5,694,252
0,424,1,6,776,266
0,424,1,7,852,240
0,424,1,8,608,399
0,424,1,9,608,533
0,424,1,10,608,645
0,424,1,11,663,405
0,424,1,12,684,494
0,424,1,13,788,659
0,424,1,14,626,181
0,424,1,15,645,179
0,424,1,17,675,183
0,426,1,0,632,189
0,426,1,1,653,254
0,426,1,2,612,258
0,426,1,5,696,254
0,426,1,6,774,266
0,426,1,7,852,240
0,426,1,8,608,401
0,426,1,9,608,537
0,426,1,10,608,647
0,426,1,11,665,409
0,426,1,12,723,541
0,426,1,13,770,616
0,426,1,14,626,181
0,426,1,15,647,179
0,426,1,17,675,185
0,428,1,0,632,191
0,428,1,1,655,252
0,428,1,2,614,254
0,428,1,5,694,254
0,428,1,6,774,268
0,428,1,7,850,242
0,428,1,8,608,399
0,428,1,9,608,539
0,428,1,10,608,647
0,428,1,11,663,407
0,428,1,12,721,539
0,428,1,13,772,620
0,428,1,14,626,181
0,428,1,15,645,179
0,428,1,17,675,185
0,430,1,0,632,191
0,430,1,1,655,252
0,430,1,2,616,252
0,430,1,5,694,254
0,430,1,6,774,268
0,430,1,7,852,242
0,430,1,8,606,403
0,430,1,9,608,543
0,430,1,10,608,647
0,430,1,11,663,409
0,430,1,12,723,541
0,430,1,13,768,614
0,430,1,14,626,181
0,430,1,15,645,179
0,430,1,17,675,187
0,432,1,0,632,191
0,432,1,1,657,250
0,432,1,2,618,248
0,432,1,5,694,254
0,432,1,6,774,268
0,432,1,7,852,244
0,432,1,8,606,401
0,432,1,9,608,539
0,432,1,10,608,649
0,432,1,11,663,409
0,432,1,12,719,539
0,432,1,13,770,618
0,432,1,14,626,183
0,432,1,15,645,181
0,432,1,17,675,187
0,434,1,0,632,193
0,434,1,1,655,254
0,434,1,2,616,254
0,434,1,5,694,256
0,434,1,6,772,270
0,434,1,7,850,246
0,434,1,8,608,405
0,434,1,9,608,541
0,434,1,10,608,649
0,434,1,11,665,411
0,434,1,12,721,543
0,434,1,13,786,661
0,434,1,14,624,183
0,434,1,15,645,181
0,434,1,17,675,187
0,436,1,0,632,193
0,436,1,1,655,254
0,436,1,2,616,256
0,436,1,5,694,256
0,436,1,6,772,270
0,436,1,7,852,246
0,436,1,8,606,403
0,436,1,9,606,539
0,436,1,10,608,649
0,436,1,11,665,409
0,436,1,12,682,492
0,436,1,14,624,183
0,436,1,15,645,181
0,436,1,17,675,189
0,438,1,0,632,193
0,438,1,1,653,256
0,438,1,2,612,262
0,438,1,5,694,258
0,438,1,6,772,272
0,438,1,7,852,246
0,438,1,8,606,405
0,438,1,9,606,541
0,438,1,10,608,649
0,438,1,11,665,411
0,438,1,12,682,496
0,438,1,14,624,183
0,438,1,15,645,181
0,438,1,17,675,189
0,440,1,0,630,193
0,440,1,1,653,258
0,440,1,2,610,264
0,440,1,5,694,258
0,440,1,6,774,272
0,440,1,7,852,246
0,440,1,8,608,403
0,440,1,9,608,545
0,440,1,10,608,651
0,440,1,11,665,409
0,440,1,12,684,494
0,440,1,14,624,185
0,440,1,15,645,181
0,440,1,17,675,189
0,442,1,0,630,193
0,442,1,1,653,256
0,442,1,2,614,260
0,442,1,5,694,258
0,442,1,6,772,272
0,442,1,7,852,246
0,442,1,8,606,403
0,442,1,9,606,543
0,442,1,10,608,651
0,442,1,11,663,409
0,442,1,12,682,494
0,442,1,14,624,185
0,442,1,15,643,181
0,442,1,17,675,189
0,444,1,0,630,193
0,444,1,1,653,258
0,444,1,2,612,262
0,444,1,5,692,258
0,444,1,6,772,275
0,444,1,7,852,246
0,444,1,8,606,405
0,444,1,9,606,543
0,444,1,10,608,651
0,444,1,11,663,413
0,444,1,12,723,547
0,444,1,14,624,185
0,444,1,15,643,183
0,444,1,17,673,189
0,446,1,0,630,195
0,446,1,1,653,258
0,446,1,2,612,262
0,446,1,5,692,258
0,446,1,6,772,275
0,446,1,7,850,248
0,446,1,8,606,405
0,446,1,9,606,543
0,446,1,10,608,653
0,446,1,11,663,413
0,446,1,12,688,502
0,446,1,14,624,185
0,446,1,15,643,183
0,446,1,17,673,191
0,448,1,0,630,195
0,448,1,1,651,260
0,448,1,2,610,266
0,448,1,5,692,258
0,448,1,6,774,275
0,448,1,7,850,248
0,448,1,8,604,407
0,448,1,9,606,547
0,448,1,10,608,653
0,448,1,11,661,415
0,448,1,12,721,547
0,448,1,13,788,667
0,448,1,14,624,185
0,448,1,15,643,183
0,448,1,17,673,191
0,450,1,0,630,197
0,450,1,1,651,262
0,450,1,2,608,268
0,450,1,5,692,260
0,450,1,6,774,277
0,450,1,7,850,248
0,450,1,8,606,407
0,450,1,9,606,545
0,450,1,10,608,655
0,450,1,11,663,413
0,450,1,12,723,549
0,450,1,13,786,665
0,450,1,14,624,187
0,450,1,15,643,185
0,450,1,17,673,191
0,452,1,0,630,197
0,452,1,1,651,262
0,452,1,2,608,268
0,452,1,3,591,342
0,452,1,5,692,262
0,452,1,6,772,277
0,452,1,7,850,250
0,452,1,8,606,409
0,452,1,9,606,547
0,452,1,10,608,655
0,452,1,11,663,417
0,452,1,12,725,551
0,452,1,13,766,618
0,452,1,14,622,187
0,452,1,15,643,185
0,452,1,17,673,193
0,454,1,0,628,197
0,454,1,1,653,260
0,454,1,2,614,262
0,454,1,5,692,262
0,454,1,6,772,277
0,454,1,7,850,252
0,454,1,8,606,409
0,454,1,9,606,549
0,454,1,10,608,655
0,454,1,11,663,417
0,454,1,12,723,551
0,454,1,13,768,622
0,454,1,14,622,187
0,454,1,15,643,185
0,454,1,17,673,193
0,456,1,0,628,199
0,456,1,1,653,260
0,456,1,2,614,260
0,456,1,5,692,262
0,456,1,6,772,277
0,456,1,7,850,252
0,456,1,8,606,413
0,456,1,9,606,547
0,456,1,10,608,655
0,456,1,11,663,419
0,456,1,12,723,551
0,456,1,13,770,628
0,456,1,14,622,189
0,456,1,15,643,187
0,456,1,17,673,193
0,458,1,0,628,199
0,458,1,1,653,260
0,458,1,2,614,262
0,458,1,5,692,262
0,458,1,6,774,277
0,458,1,7,850,252
0,458,1,8,606,415
0,458,1,9,606,551
0,458,1,10,608,655
0,458,1,11,663,419
0,458,1,12,727,553
0,458,1,13,768,626
0,458,1,14,622,189
0,458,1,15,643,187
0,458,1,17,673,193
0,460,1,0,628,199
0,460,1,1,651,262
0,460,1,2,610,268
0,460,1,5,690,262
0,460,1,6,774,279
0,460,1,7,850,252
0,460,1,8,604,413
0,460,1,9,606,549
0,460,1,10,608,657
0,460,1,11,663,421
0,460,1,12,721,549
0,460,1,13,768,624
0,460,1,14,622,189
0,460,1,15,643,187
0,460,1,17,673,195
0,462,1,0,628,199
0,462,1,1,653,260
0,462,1,2,614,262
0,462,1,5,690,262
0,462,1,6,772,279
0,462,1,7,848,254
0,462,1,8,604,413
0,462,1,9,606,549
0,462,1,10,608,657
0,462,1,11,663,421
0,462,1,12,721,551
0,462,1,13,768,628
0,462,1,14,622,189
0,462,1,15,643,187
0,462,1,17,673,195
0,464,1,0,628,199
0,464,1,1,653,260
0,464,1,2,614,262
0,464,1,5,692,264
0,464,1,6,774,279
0,464,1,7,848,254
0,464,1,8,606,415
0,464,1,9,604,549
0,464,1,10,608,657
0,464,1,11,663,423
0,464,1,12,719,547
0,464,1,13,786,667
0,464,1,14,622,189
0,464,1,15,643,187
0,464,1,17,673,195
0,466,1,0,628,199
0,466,1,1,653,260
0,466,1,2,614,262
0,466,1,5,692,264
0,466,1,6,772,279
0,466,1,7,848,254
0,466,1,8,604,413
0,466,1,9,606,549
0,466,1,10,606,659
0,466,1,11,663,421
0,466,1,12,721,549
0,466,1,13,786,667
0,466,1,14,622,189
0,466,1,15,643,187
0,466,1,17,673,195
0,468,1,0,628,199
0,468,1,1,653,262
0,468,1,2,612,266
0,468,1,5,692,264
0,468,1,6,772,281
0,468,1,7,848,254
0,468,1,8,604,415
0,468,1,9,606,549
0,468,1,10,606,659
0,468,1,11,663,421
0,468,1,12,719,549
0,468,1,13,786,667
0,468,1,14,622,189
0,468,1,15,643,187
0,468,1,17,673,195
0,470,1,0,628,199
0,470,1,1,653,262
0,470,1,2,614,262
0,470,1,5,692,264
0,470,1,6,770,281
0,470,1,7,850,254
0,470,1,8,604,413
0,470,1,9,604,547
0,470,1,10,606,657
0,470,1,11,661,421
0,470,1,12,723,553
0,470,1,13,786,669
0,470,1,14,622,191
0,470,1,15,643,189
0,470,1,17,673,195
0,472,1,0,628,199
0,472,1,1,653,262
0,472,1,2,614,264
0,472,1,5,692,264
0,472,1,6,772,281
0,472,1,7,850,254
0,472,1,8,604,413
0,472,1,9,604,549
0,472,1,10,606,659
0,472,1,11,661,421
0,472,1,12,721,555
0,472,1,13,786,669
0,472,1,14,624,191
0,472,1,15,643,189
0,472,1,17,673,195
0,474,1,0,628,199
0,474,1,1,651,264
0,474,1,2,610,268
0,474,1,5,692,266
0,474,1,6,772,281
0,474,1,7,850,254
0,474,1,8,604,413
0,474,1,9,604,547
0,474,1,10,606,659
0,474,1,11,663,421
0,474,1,12,723,555
0,474,1,13,784,667
0,474,1,14,622,191
0,474,1,15,643,189
0,474,1,17,673,197
0,476,1,0,628,201
0,476,1,1,653,264
0,476,1,2,612,266
0,476,1,5,692,264
0,476,1,6,772,281
0,476,1,7,850,254
0,476,1,8,604,411
0,476,1,9,604,549
0,476,1,10,606,659
0,476,1,11,661,419
0,476,1,12,723,553
0,476,1,13,784,669
0,476,1,14,622,191
0,476,1,15,643,189
0,476,1,17,673,197
0,478,1,0,628,201
0,478,1,1,653,264
0,478,1,2,612,266
0,478,1,5,694,266
0,478,1,6,772,281
0,478,1,7,850,254
0,478,1,8,604,411
0,478,1,9,606,551
0,478,1,10,606,659
0,478,1,11,661,415
0,478,1,12,682,496
0,478,1,14,622,191
0,478,1,15,643,189
0,478,1,17,673,197
0,480,1,0,628,201
0,480,1,1,653,264
0,480,1,2,610,268
0,480,1,5,694,266
0,480,1,6,772,281
0,480,1,7,850,254
0,480,1,8,604,413
0,480,1,9,604,549
0,480,1,10,606,659
0,480,1,11,663,419
0,480,1,12,682,498
0,480,1,14,622,191
0,480,1,15,643,189
0,480,1,17,673,197
0,482,1,0,628,201
0,482,1,1,651,264
0,482,1,2,610,270
0,482,1,5,692,266
0,482,1,6,772,281
0,482,1,7,850,256
0,482,1,8,604,413
0,482,1,9,606,551
0,482,1,10,606,659
0,482,1,11,661,419
0,482,1,12,721,551
0,482,1,13,784,669
0,482,1,14,622,191
0,482,1,15,643,189
0,482,1,17,673,197
0,484,1,0,628,201
0,484,1,1,651,266
0,484,1,2,608,272
0,484,1,5,692,266
0,484,1,6,772,281
0,484,1,7,850,256
0,484,1,8,604,415
0,484,1,9,604,549
0,484,1,10,606,659
0,484,1,11,663,421
0,484,1,12,688,504
0,484,1,14,622,191
0,484,1,15,643,189
0,484,1,17,673,197
0,486,1,0,628,201
0,486,1,1,651,266
0,486,1,2,610,270
0,486,1,5,692,266
0,486,1,6,770,281
0,486,1,7,850,256
0,486,1,8,604,413
0,486,1,9,604,549
0,486,1,10,606,661
0,486,1,11,661,419
0,486,1,12,684,500
0,486,1,14,622,191
0,486,1,15,643,189
0,486,1,17,673,197
0,488,1,0,628,201
0,488,1,1,651,266
0,488,1,2,610,270
0,488,1,5,692,266
0,488,1,6,770,281
0,488,1,7,850,256
0,488,1,8,604,413
0,488,1,9,604,549
0,488,1,10,606,659
0,488,1,11,661,419
0,488,1,12,680,496
0,488,1,14,622,191
0,488,1,15,643,189
0,488,1,17,673,197
0,490,1,0,628,201
0,490,1,1,651,266
0,490,1,2,610,270
0,490,1,5,692,264
0,490,1,6,770,281
0,490,1,7,850,254
0,490,1,8,604,415
0,490,1,9,604,545
0,490,1,10,606,659
0,490,1,11,663,423
0,490,1,12,721,553
0,490,1,13,784,669
0,490,1,14,622,191
0,490,1,15,643,189
0,490,1,17,673,197
0,492,1,0,628,201
0,492,1,1,651,266
0,492,1,2,608,270
0,492,1,5,692,266
0,492,1,6,772,281
0,492,1,7,850,254
0,492,1,8,604,417
0,492,1,9,604,547
0,492,1,10,606,659
0,492,1,11,663,423
0,492,1,12,723,553
0,492,1,13,784,669
0,492,1,14,622,191
0,492,1,15,643,189
0,492,1,17,673,195
0,494,1,0,628,201
0,494,1,1,651,266
0,494,1,2,608,270
0,494,1,3,589,348
0,494,1,5,692,266
0,494,1,6,770,281
0,494,1,7,850,254
0,494,1,8,604,413
0,494,1,9,604,545
0,494,1,10,606,659
0,494,1,11,661,421
0,494,1,12,684,496
0,494,1,14,622,191
0,494,1,15,641,189
0,494,1,17,673,195
0,496,1,0,628,201
0,496,1,1,651,266
0,496,1,2,608,270
0,496,1,5,692,266
0,496,1,6,774,281
0,496,1,7,850,254
0,496,1,8,602,413
0,496,1,9,604,545
0,496,1,10,606,659
0,496,1,11,661,419
0,496,1,12,723,555
0,496,1,13,786,669
0,496,1,14,622,191
0,496,1,15,641,189
0,496,1,17,673,197
0,498,1,0,626,201
0,498,1,1,651,264
0,498,1,2,610,268
0,498,1,5,692,266
0,498,1,6,772,281
0,498,1,7,848,254
0,498,1,8,602,415
0,498,1,9,604,551
0,498,1,10,606,659
0,498,1,11,661,421
0,498,1,12,721,553
0,498,1,13,786,671
0,498,1,14,620,191
0,498,1,15,641,189
0,498,1,17,673,197
0,500,1,0,626,201
0,500,1,1,651,266
0,500,1,2,608,270
0,500,1,5,692,266
0,500,1,6,772,281
0,500,1,7,850,254
0,500,1,8,604,415
0,500,1,9,604,551
0,500,1,10,606,659
0,500,1,11,661,421
0,500,1,12,719,551
0,500,1,13,786,671
0,500,1,14,620,191
0,500,1,15,641,189
0,500,1,17,671,197
0,502,1,0,626,201
0,502,1,1,649,266
0,502,1,2,608,272
0,502,1,5,690,264
0,502,1,6,770,281
0,502,1,7,850,254
0,502,1,8,602,413
0,502,1,9,604,549
0,502,1,10,606,659
0,502,1,11,661,417
0,502,1,12,680,500
0,502,1,14,620,191
0,502,1,15,641,189
0,502,1,17,671,197
0,504,1,0,626,201
0,504,1,1,651,266
0,504,1,2,608,272
0,504,1,5,692,266
0,504,1,6,770,281
0,504,1,7,850,254
0,504,1,8,604,415
0,504,1,9,604,547
0,504,1,10,604,659
0,504,1,11,661,421
0,504,1,12,682,500
0,504,1,14,620,191
0,504,1,15,641,189
0,504,1,17,671,197
0,506,1,0,626,201
0,506,1,1,651,264
0,506,1,2,610,268
0,506,1,5,692,266
0,506,1,6,770,281
0,506,1,7,850,254
0,506,1,8,602,413
0,506,1,9,604,547
0,506,1,10,604,659
0,506,1,11,661,421
0,506,1,12,723,553
0,506,1,13,786,671
0,506,1,14,620,191
0,506,1,15,641,189
0,506,1,17,671,195
0,508,1,0,626,201
0,508,1,1,651,266
0,508,1,2,608,270
0,508,1,5,692,264
0,508,1,6,770,281
0,508,1,7,848,254
0,508,1,8,604,417
0,508,1,9,604,549
0,508,1,10,606,659
0,508,1,11,661,423
0,508,1,12,723,553
0,508,1,13,784,669
0,508,1,14,620,191
0,508,1,15,641,189
0,508,1,17,671,195
0,510,1,0,626,201
0,510,1,1,651,264
0,510,1,2,610,268
0,510,1,5,690,264
0,510,1,6,770,281
0,510,1,7,848,254
0,510,1,8,604,417
0,510,1,9,604,549
0,510,1,10,606,659
0,510,1,11,661,423
0,510,1,12,723,555
0,510,1,13,784,669
0,510,1,14,620,191
0,510,1,15,641,189
0,510,1,17,671,195
0,512,1,0,626,201
0,512,1,1,651,264
0,512,1,2,610,268
0,512,1,5,690,264
0,512,1,6,772,281
0,512,1,7,848,254
0,512,1,8,604,415
0,512,1,9,604,549
0,512,1,10,606,659
0,512,1,11,661,421
0,512,1,12,727,555
0,512,1,13,784,669
0,512,1,14,620,191
0,512,1,15,641,189
0,512,1,17,671,195
0,514,1,0,626,201
0,514,1,1,651,264
0,514,1,2,608,268
0,514,1,5,690,264
0,514,1,6,770,281
0,514,1,7,848,254
0,514,1,8,604,413
0,514,1,9,604,549
0,514,1,10,606,659
0,514,1,11,661,419
0,514,1,12,719,553
0,514,1,13,784,667
0,514,1,14,620,191
0,514,1,15,641,187
0,514,1,17,671,195
0,516,1,0,626,199
0,516,1,1,651,262
0,516,1,2,610,264
0,516,1,5,690,264
0,516,1,6,770,279
0,516,1,7,848,254
0,516,1,8,604,413
0,516,1,9,604,549
0,516,1,10,606,659
0,516,1,11,663,421
0,516,1,12,723,553
0,516,1,13,784,669
0,516,1,14,620,191
0,516,1,15,641,187
0,516,1,17,671,195
0,518,1,0,626,201
0,518,1,1,649,264
0,518,1,2,608,268
0,518,1,5,690,262
0,518,1,6,772,281
0,518,1,7,848,254
0,518,1,8,604,415
0,518,1,9,604,549
0,518,1,10,606,659
0,518,1,11,661,421
0,518,1,12,721,551
0,518,1,13,784,667
0,518,1,14,620,191
0,518,1,15,641,187
0,518,1,17,671,195
0,520,1,0,626,199
0,520,1,1,649,264
0,520,1,2,606,270
0,520,1,5,690,262
0,520,1,6,772,281
0,520,1,7,848,254
0,520,1,8,604,413
0,520,1,9,606,551
0,520,1,10,606,659
0,520,1,11,663,417
0,520,1,12,723,551
0,520,1,13,786,669
0,520,1,14,620,191
0,520,1,15,641,187
0,520,1,17,671,195
0,522,1,0,626,199
0,522,1,1,649,264
0,522,1,2,608,268
0,522,1,5,690,262
0,522,1,6,772,281
0,522,1,7,848,254
0,522,1,8,604,415
0,522,1,9,606,551
0,522,1,10,606,659
0,522,1,11,663,421
0,522,1,12,725,553
0,522,1,13,786,669
0,522,1,14,620,191
0,522,1,15,641,187
0,522,1,17,671,195
0,524,1,0,626,199
0,524,1,1,651,262
0,524,1,2,610,264
0,524,1,5,690,262
0,524,1,6,772,281
0,524,1,7,848,254
0,524,1,8,604,413
0,524,1,9,604,547
0,524,1,10,606,657
0,524,1,11,663,419
0,524,1,12,721,551
0,524,1,13,786,667
0,524,1,14,620,189
0,524,1,15,641,187
0,524,1,17,671,195
0,526,1,0,626,199
0,526,1,1,651,262
0,526,1,2,610,264
0,526,1,5,690,262
0,526,1,6,772,281
0,526,1,7,848,254
0,526,1,8,604,411
0,526,1,9,604,547
0,526,1,10,606,659
0,526,1,11,661,419
0,526,1,12,721,549
0,526,1,13,786,667
0,526,1,14,620,189
0,526,1,15,641,187
0,526,1,17,671,195
0,528,1,0,626,199
0,528,1,1,651,262
0,528,1,2,610,264
0,528,1,5,690,262
0,528,1,6,770,279
0,528,1,7,848,254
0,528,1,8,604,413
0,528,1,9,606,551
0,528,1,10,606,659
0,528,1,11,663,419
0,528,1,12,721,551
0,528,1,13,766,622
0,528,1,14,620,189
0,528,1,15,641,187
0,528,1,17,671,195
0,530,1,0,626,199
0,530,1,1,651,262
0,530,1,2,610,266
0,530,1,5,690,262
0,530,1,6,772,281
0,530,1,7,848,254
0,530,1,8,606,411
0,530,1,9,604,547
0,530,1,10,606,657
0,530,1,11,663,417
0,530,1,12,721,551
0,530,1,13,768,626
0,530,1,14,620,189
0,530,1,15,641,187
0,530,1,17,671,195
0,532,1,0,626,199
0,532,1,1,649,262
0,532,1,2,608,268
0,532,1,5,690,262
0,532,1,6,772,279
0,532,1,7,848,254
0,532,1,8,604,411
0,532,1,9,606,551
0,532,1,10,606,657
0,532,1,11,663,419
0,532,1,12,721,551
0,532,1,13,766,622
0,532,1,14,620,189
0,532,1,15,641,187
0,532,1,17,671,195
0,534,1,0,626,199
0,534,1,1,649,262
0,534,1,2,608,266
0,534,1,5,690,262
0,534,1,6,772,279
0,534,1,7,848,254
0,534,1,8,604,413
0,534,1,9,606,549
0,534,1,10,606,657
0,534,1,11,661,421
0,534,1,12,721,551
0,534,1,13,770,628
0,534,1,14,620,189
0,534,1,15,641,187
0,534,1,17,671,195
0,536,1,0,626,199
0,536,1,1,651,262
0,536,1,2,608,266
0,536,1,5,690,262
0,536,1,6,772,279
0,536,1,7,848,254
0,536,1,8,604,411
0,536,1,9,606,549
0,536,1,10,606,657
0,536,1,11,661,419
0,536,1,12,723,551
0,536,1,13,768,626
0,536,1,14,620,189
0,536,1,15,641,187
0,536,1,17,671,195
0,538,1,0,626,199
0,538,1,1,651,262
0,538,1,2,610,266
0,538,1,5,690,262
0,538,1,6,770,281
0,538,1,7,850,254
0,538,1,8,606,411
0,538,1,9,606,549
0,538,1,10,606,657
0,538,1,11,663,419
0,538,1,12,723,551
0,538,1,13,764,618
0,538,1,14,620,189
0,538,1,15,641,187
0,538,1,17,671,195
0,540,1,0,626,199
0,540,1,1,651,260
0,540,1,2,612,262
0,540,1,5,690,262
0,540,1,6,770,279
0,540,1,7,850,254
0,540,1,8,604,413
0,540,1,9,606,549
0,540,1,10,606,657
0,540,1,11,663,421
0,540,1,12,721,551
0,540,1,13,786,667
0,540,1,14,620,189
0,540,1,15,641,187
0,540,1,17,671,195
0,542,1,0,626,199
0,542,1,1,651,262
0,542,1,2,610,264
0,542,1,5,690,262
0,542,1,6,770,279
0,542,1,7,848,254
0,542,1,8,606,413
0,542,1,9,606,549
0,542,1,10,608,657
0,542,1,11,663,419
0,542,1,12,721,549
0,542,1,13,786,665
0,542,1,14,620,189
0,542,1,15,641,187
0,542,1,17,671,195
0,544,1,0,626,199
0,544,1,1,651,262
0,544,1,2,610,264
0,544,1,5,690,262
0,544,1,6,772,281
0,544,1,7,848,254
0,544,1,8,606,413
0,544,1,9,606,549
0,544,1,10,608,657
0,544,1,11,663,419
0,544,1,12,721,551
0,544,1,13,786,665
0,544,1,14,620,189
0,544,1,15,641,187
0,544,1,17,671,195
0,546,1,0,626,199
0,546,1,1,651,262
0,546,1,2,610,266
0,546,1,5,690,262
0,546,1,6,772,281
0,546,1,7,850,254
0,546,1,8,606,411
0,546,1,9,604,547
0,546,1,10,608,657
0,546,1,11,663,421
0,546,1,12,723,549
0,546,1,13,786,665
0,546,1,14,620,189
0,546,1,15,641,187
0,546,1,17,671,195
0,548,1,0,626,199
0,548,1,1,651,262
0,548,1,2,610,264
0,548,1,5,690,262
0,548,1,6,772,281
0,548,1,7,848,254
0,548,1,8,606,411
0,548,1,9,606,547
0,548,1,10,608,657
0,548,1,11,663,417
0,548,1,12,721,547
0,548,1,13,770,626
0,548,1,14,620,189
0,548,1,15,641,187
0,548,1,17,671,195
0,550,1,0,626,199
0,550,1,1,649,264
0,550,1,2,608,268
0,550,1,5,690,262
0,550,1,6,772,281
0,550,1,7,850,254
0,550,1,8,604,413
0,550,1,9,606,551
0,550,1,10,608,657
0,550,1,11,663,419
0,550,1,12,721,549
0,550,1,13,770,626
0,550,1,14,620,189
0,550,1,15,641,187
0,550,1,17,671,195
0,552,1,0,628,199
0,552,1,1,649,264
0,552,1,2,608,268
0,552,1,5,690,262
0,552,1,6,772,281
0,552,1,7,850,254
0,552,1,8,604,411
0,552,1,9,606,549
0,552,1,10,608,657
0,552,1,11,663,419
0,552,1,12,721,547
0,552,1,13,770,626
0,552,1,14,622,189
0,552,1,15,641,187
0,552,1,17,671,193
0,554,1,0,628,199
0,554,1,1,651,262
0,554,1,2,612,264
0,554,1,5,690,262
0,554,1,6,770,281
0,554,1,7,850,256
0,554,1,8,606,415
0,554,1,9,606,547
0,554,1,10,606,657
0,554,1,11,665,421
0,554,1,12,721,547
0,554,1,13,770,628
0,554,1,14,622,189
0,554,1,15,641,187
0,554,1,17,671,195
0,556,1,0,628,199
0,556,1,1,651,262
0,556,1,2,612,264
0,556,1,5,690,262
0,556,1,6,770,281
0,556,1,7,850,256
0,556,1,8,604,411
0,556,1,9,606,547
0,556,1,10,608,657
0,556,1,11,661,419
0,556,1,12,725,551
0,556,1,13,772,630
0,556,1,14,622,189
0,556,1,15,641,187
0,556,1,17,671,195
0,558,1,0,628,199
0,558,1,1,651,262
0,558,1,2,610,264
0,558,1,5,690,262
0,558,1,6,770,281
0,558,1,7,850,254
0,558,1,8,606,411
0,558,1,9,606,549
0,558,1,10,608,655
0,558,1,11,663,419
0,558,1,12,723,549
0,558,1,13,770,628
0,558,1,14,622,189
0,558,1,15,641,187
0,558,1,17,673,193
0,560,1,0,628,197
0,560,1,1,651,262
0,560,1,2,610,264
0,560,1,5,690,262
0,560,1,6,770,281
0,560,1,7,850,254
0,560,1,8,606,411
0,560,1,9,606,547
0,560,1,10,608,655
0,560,1,11,663,417
0,560,1,12,721,547
0,560,1,13,770,628
0,560,1,14,622,189
0,560,1,15,641,187
0,560,1,17,671,193
0,562,1,0,628,197
0,562,1,1,651,262
0,562,1,2,610,264
0,562,1,5,690,262
0,562,1,6,772,281
0,562,1,7,850,254
0,562,1,8,606,411
0,562,1,9,606,551
0,562,1,10,608,657
0,562,1,11,663,417
0,562,1,12,721,547
0,562,1,13,770,626
0,562,1,14,622,189
0,562,1,15,641,187
0,562,1,17,673,193
0,564,1,0,626,197
0,564,1,1,651,262
0,564,1,2,610,264
0,564,1,5,690,262
0,564,1,6,772,279
0,564,1,7,850,254
0,564,1,8,604,411
0,564,1,9,606,549
0,564,1,10,608,655
0,564,1,11,663,417
0,564,1,12,719,545
0,564,1,13,770,626
0,564,1,14,622,187
0,564,1,15,641,185
0,564,1,17,673,193
0,566,1,0,628,197
0,566,1,1,651,262
0,566,1,2,610,266
0,566,1,5,692,262
0,566,1,6,772,279
0,566,1,7,852,254
0,566,1,8,606,409
0,566,1,9,606,545
0,566,1,10,608,657
0,566,1,11,663,417
0,566,1,12,721,549
0,566,1,13,768,624
0,566,1,14,622,187
0,566,1,15,641,185
0,566,1,17,673,193
0,568,1,0,628,197
0,568,1,1,653,258
0,568,1,2,614,260
0,568,1,5,692,262
0,568,1,6,772,279
0,568,1,7,852,254
0,568,1,8,606,409
0,568,1,9,606,549
0,568,1,10,608,655
0,568,1,11,663,417
0,568,1,12,725,551
0,568,1,13,766,620
0,568,1,14,622,187
0,568,1,15,643,185
0,568,1,17,673,193
0,570,1,0,628,197
0,570,1,1,651,262
0,570,1,2,610,266
0,570,1,5,692,262
0,570,1,6,774,279
0,570,1,7,850,254
