,flame,human,point,x,y
0,16,1,0,620,160
0,16,1,1,658,232
0,16,1,2,610,232
0,16,1,3,524,234
0,16,1,4,502,158
0,16,1,5,706,232
0,16,1,6,716,314
0,16,1,7,700,390
0,16,1,8,618,394
0,16,1,9,592,524
0,16,1,10,572,626
0,16,1,11,678,392
0,16,1,12,698,530
0,16,1,13,708,632
0,16,1,14,620,150
0,16,1,15,632,150
0,16,1,17,666,160
0,18,1,0,620,160
0,18,1,1,658,232
0,18,1,2,610,232
0,18,1,3,522,230
0,18,1,4,500,154
0,18,1,5,704,234
0,18,1,6,716,316
0,18,1,7,700,390
0,18,1,8,620,392
0,18,1,9,590,526
0,18,1,10,568,626
0,18,1,11,678,392
0,18,1,12,698,528
0,18,1,13,708,634
0,18,1,14,620,152
0,18,1,15,632,150
0,18,1,17,666,162
0,20,1,0,622,160
0,20,1,1,658,234
0,20,1,2,612,232
0,20,1,3,522,226
0,20,1,4,502,148
0,20,1,5,704,234
0,20,1,6,716,318
0,20,1,7,704,398
0,20,1,8,618,390
0,20,1,9,590,520
0,20,1,10,560,626
0,20,1,11,678,390
0,20,1,12,698,526
0,20,1,13,708,634
0,20,1,14,620,152
0,20,1,15,632,152
0,20,1,17,666,162
0,22,1,0,620,160
0,22,1,1,656,232
0,22,1,2,608,230
0,22,1,3,520,222
0,22,1,4,502,146
0,22,1,5,704,234
0,22,1,6,716,318
0,22,1,7,712,396
0,22,1,8,616,390
0,22,1,9,586,522
0,22,1,10,554,622
0,22,1,11,680,388
0,22,1,12,700,530
0,22,1,13,710,634
0,22,1,14,620,150
0,22,1,15,632,150
0,22,1,17,666,162
0,24,1,0,616,162
0,24,1,1,652,234
0,24,1,2,604,232
0,24,1,3,518,220
0,24,1,4,502,142
0,24,1,5,698,238
0,24,1,6,718,322
0,24,1,7,718,400
0,24,1,8,614,390
0,24,1,9,580,524
0,24,1,10,550,624
0,24,1,11,676,388
0,24,1,12,698,530
0,24,1,13,710,634
0,24,1,14,614,154
0,24,1,15,628,152
0,24,1,17,662,164
0,26,1,0,610,166
0,26,1,1,648,240
0,26,1,2,602,236
0,26,1,3,514,220
0,26,1,4,500,142
0,26,1,5,694,242
0,26,1,6,716,324
0,26,1,7,722,406
0,26,1,8,610,392
0,26,1,9,578,524
0,26,1,10,550,628
0,26,1,11,672,388
0,26,1,12,696,538
0,26,1,13,710,636
0,26,1,14,610,158
0,26,1,15,622,158
0,26,1,17,656,168
0,28,1,0,604,170
0,28,1,1,642,240
0,28,1,2,596,238
0,28,1,3,510,218
0,28,1,4,498,142
0,28,1,5,688,244
0,28,1,6,714,326
0,28,1,7,724,406
0,28,1,8,606,394
0,28,1,9,576,524
0,28,1,10,550,630
0,28,1,11,666,390
0,28,1,12,690,538
0,28,1,13,708,640
0,28,1,14,604,162
0,28,1,15,614,160
0,28,1,17,650,170
0,30,1,0,596,172
0,30,1,1,638,242
0,30,1,2,592,240
0,30,1,3,506,218
0,30,1,4,494,142
0,30,1,5,682,244
0,30,1,6,710,326
0,30,1,7,720,406
0,30,1,8,602,396
0,30,1,9,576,524
0,30,1,10,550,628
0,30,1,11,662,390
0,30,1,12,688,540
0,30,1,13,708,640
0,30,1,14,596,164
0,30,1,15,606,162
0,30,1,17,642,170
0,32,1,0,590,174
0,32,1,1,632,242
0,32,1,2,588,240
0,32,1,3,502,216
0,32,1,4,492,142
0,32,1,5,676,244
0,32,1,6,706,326
0,32,1,7,714,408
0,32,1,8,600,398
0,32,1,9,576,528
0,32,1,10,548,632
0,32,1,11,660,392
0,32,1,12,682,520
0,32,1,13,706,638
0,32,1,14,588,166
0,32,1,15,598,164
0,32,1,17,634,172
0,34,1,0,582,176
0,34,1,1,626,244
0,34,1,2,584,242
0,34,1,3,498,214
0,34,1,4,490,142
0,34,1,5,670,244
0,34,1,6,700,326
0,34,1,7,708,406
0,34,1,8,598,402
0,34,1,9,576,532
0,34,1,10,550,630
0,34,1,11,656,392
0,34,1,12,682,530
0,34,1,13,706,638
0,34,1,14,582,168
0,34,1,15,592,166
0,34,1,17,628,174
0,36,1,0,576,180
0,36,1,1,624,244
0,36,1,2,580,240
0,36,1,3,498,214
0,36,1,4,488,142
0,36,1,5,666,246
0,36,1,6,696,328
0,36,1,7,700,406
0,36,1,8,596,402
0,36,1,9,576,528
0,36,1,11,650,394
0,36,1,12,684,532
0,36,1,13,706,638
0,36,1,14,576,172
0,36,1,15,584,168
0,36,1,17,620,174
0,38,1,0,570,182
0,38,1,1,618,244
0,38,1,2,578,242
0,38,1,3,496,212
0,38,1,4,486,142
0,38,1,5,660,244
0,38,1,6,692,326
0,38,1,7,690,408
0,38,1,8,596,406
0,38,1,9,574,530
0,38,1,10,550,628
0,38,1,11,648,396
0,38,1,12,684,540
0,38,1,13,704,636
0,38,1,14,570,174
0,38,1,15,578,172
0,38,1,17,616,174
0,40,1,0,564,184
0,40,1,1,614,244
0,40,1,2,574,242
0,40,1,3,496,212
0,40,1,4,484,144
0,40,1,5,654,244
0,40,1,6,686,328
0,40,1,7,682,410
0,40,1,8,594,412
0,40,1,9,574,532
0,40,1,10,548,632
0,40,1,11,648,404
0,40,1,12,682,538
0,40,1,13,706,638
0,40,1,14,564,176
0,40,1,15,572,174
0,40,1,17,608,176
0,42,1,0,560,188
0,42,1,1,610,244
0,42,1,2,574,242
0,42,1,3,496,212
0,42,1,4,484,146
0,42,1,5,648,244
0,42,1,6,680,330
0,42,1,7,672,410
0,42,1,8,592,408
0,42,1,9,574,532
0,42,1,10,550,632
0,42,1,11,642,398
0,42,1,12,682,542
0,42,1,13,706,638
0,42,1,14,558,178
0,42,1,15,568,176
0,42,1,17,604,178
0,44,1,0,556,190
0,44,1,1,608,242
0,44,1,2,572,240
0,44,1,3,496,214
0,44,1,4,484,148
0,44,1,5,644,244
0,44,1,6,672,332
0,44,1,7,662,408
0,44,1,8,594,406
0,44,1,9,572,534
0,44,1,10,550,632
0,44,1,11,646,402
0,44,1,12,680,540
0,44,1,13,704,636
0,44,1,14,556,180
0,44,1,15,564,178
0,44,1,17,602,178
0,46,1,0,554,192
0,46,1,1,608,242
0,46,1,2,572,238
0,46,1,3,498,216
0,46,1,4,484,152
0,46,1,5,642,246
0,46,1,6,666,330
0,46,1,7,650,410
0,46,1,8,596,412
0,46,1,9,574,536
0,46,1,10,550,634
0,46,1,11,642,404
0,46,1,12,678,536
0,46,1,13,704,636
0,46,1,14,554,182
0,46,1,15,562,178
0,46,1,17,598,178
0,48,1,0,554,192
0,48,1,1,608,242
0,48,1,2,574,238
0,48,1,3,502,218
0,48,1,4,486,158
0,48,1,5,642,244
0,48,1,6,662,330
0,48,1,7,640,410
0,48,1,8,596,414
0,48,1,9,576,536
0,48,1,10,550,632
0,48,1,11,644,408
0,48,1,12,674,528
0,48,1,13,702,638
0,48,1,14,554,182
0,48,1,15,562,178
0,48,1,17,600,178
0,50,1,0,560,190
0,50,1,1,612,240
0,50,1,2,580,238
0,50,1,3,508,224
0,50,1,4,490,168
0,50,1,5,644,242
0,50,1,6,660,330
0,50,1,7,632,410
0,50,1,8,598,416
0,50,1,9,576,534
0,50,1,10,550,632
0,50,1,11,646,412
0,50,1,12,674,528
0,50,1,13,700,638
0,50,1,14,558,180
0,50,1,15,566,178
0,50,1,17,604,176
0,52,1,0,566,190
0,52,1,1,618,240
0,52,1,2,586,238
0,52,1,3,518,238
0,52,1,4,494,188
0,52,1,5,652,242
0,52,1,6,662,332
0,52,1,7,628,408
0,52,1,8,602,410
0,52,1,9,578,532
0,52,1,10,550,632
0,52,1,11,650,406
0,52,1,12,676,532
0,52,1,13,700,638
0,52,1,14,566,180
0,52,1,15,574,178
0,52,1,17,612,176
0,54,1,0,578,192
0,54,1,1,628,244
0,54,1,2,594,244
0,54,1,3,534,260
0,54,1,4,502,224
0,54,1,5,662,246
0,54,1,6,668,336
0,54,1,7,630,408
0,54,1,8,604,414
0,54,1,9,580,542
0,54,1,10,552,638
0,54,1,11,652,412
0,54,1,12,680,540
0,54,1,13,702,642
0,54,1,14,576,184
0,54,1,15,586,180
0,54,1,17,622,178
0,56,1,0,590,194
0,56,1,1,640,246
0,56,1,2,606,242
0,56,1,3,558,278
0,56,1,4,516,264
0,56,1,5,674,248
0,56,1,6,678,336
0,56,1,7,634,408
0,56,1,8,610,416
0,56,1,9,584,542
0,56,1,10,554,638
0,56,1,11,660,414
0,56,1,12,684,536
0,56,1,13,704,642
0,56,1,14,588,184
0,56,1,15,598,182
0,56,1,17,634,180
0,58,1,0,600,192
0,58,1,1,650,246
0,58,1,2,616,244
0,58,1,3,580,298
0,58,1,4,530,310
0,58,1,5,684,248
0,58,1,6,688,338
0,58,1,7,646,410
0,58,1,8,614,416
0,58,1,9,588,542
0,58,1,10,558,638
0,58,1,11,666,414
0,58,1,12,692,540
0,58,1,13,706,642
0,58,1,14,598,184
0,58,1,15,608,180
0,58,1,17,644,178
0,60,1,0,608,192
0,60,1,1,658,248
0,60,1,2,622,250
0,60,1,3,604,314
0,60,1,4,560,352
0,60,1,5,694,248
0,60,1,6,700,336
0,60,1,7,664,412
0,60,1,8,622,416
0,60,1,9,592,540
0,60,1,10,560,638
0,60,1,11,674,418
0,60,1,12,698,544
0,60,1,13,708,642
0,60,1,14,606,182
0,60,1,15,618,178
0,60,1,17,654,178
0,62,1,0,614,190
0,62,1,1,662,248
0,62,1,2,626,250
0,62,1,3,624,324
0,62,1,4,592,382
0,62,1,5,698,246
0,62,1,6,710,336
0,62,1,7,686,414
0,62,1,8,626,402
0,62,1,9,600,538
0,62,1,10,562,638
0,62,1,11,674,406
0,62,1,12,702,546
0,62,1,13,710,640
0,62,1,14,610,180
0,62,1,15,622,178
0,62,1,17,660,178
0,64,1,0,616,188
0,64,1,1,664,246
0,64,1,2,630,248
0,64,1,5,702,246
0,64,1,6,716,338
0,64,1,7,706,418
0,64,1,8,628,400
0,64,1,9,602,536
0,64,1,11,678,400
0,64,1,12,706,540
0,64,1,13,712,640
0,64,1,14,614,178
0,64,1,15,626,176
0,64,1,17,660,176
0,66,1,0,616,186
0,66,1,1,666,246
0,66,1,2,632,248
0,66,1,5,702,246
0,66,1,6,722,336
0,66,1,7,724,418
0,66,1,8,630,404
0,66,1,9,604,538
0,66,1,10,570,640
0,66,1,11,682,398
0,66,1,12,708,538
0,66,1,13,712,640
0,66,1,14,614,178
0,66,1,15,626,176
0,66,1,17,662,176
0,68,1,0,618,186
0,68,1,1,668,246
0,68,1,2,634,248
0,68,1,5,702,246
0,68,1,6,728,334
0,68,1,7,734,416
0,68,1,8,630,400
0,68,1,9,606,536
0,68,1,11,682,396
0,68,1,14,614,176
0,68,1,15,626,174
0,68,1,17,664,176
0,70,1,0,616,186
0,70,1,1,668,248
0,70,1,2,634,248
0,70,1,5,702,246
0,70,1,6,730,336
0,70,1,7,738,416
0,70,1,8,630,402
0,70,1,9,604,538
0,70,1,10,572,638
0,70,1,11,682,396
0,70,1,12,704,534
0,70,1,13,712,640
0,70,1,14,614,176
0,70,1,15,626,174
0,70,1,17,662,176
0,72,1,0,616,186
0,72,1,1,666,246
0,72,1,2,632,248
0,72,1,5,702,246
0,72,1,6,728,336
0,72,1,7,732,418
0,72,1,8,628,400
0,72,1,9,604,538
0,72,1,10,574,638
0,72,1,11,682,396
0,72,1,12,706,532
0,72,1,14,614,176
0,72,1,15,628,174
0,72,1,17,662,176
0,74,1,0,618,184
0,74,1,1,666,248
0,74,1,2,632,248
0,74,1,3,630,350
0,74,1,4,606,398
0,74,1,5,702,246
0,74,1,6,724,338
0,74,1,7,722,420
0,74,1,8,628,406
0,74,1,9,604,536
0,74,1,10,572,640
0,74,1,11,678,400
0,74,1,12,704,542
0,74,1,13,712,642
0,74,1,14,614,174
0,74,1,15,628,174
0,74,1,17,664,176
0,76,1,0,618,184
0,76,1,1,664,246
0,76,1,2,628,248
0,76,1,3,626,328
0,76,1,4,586,386
0,76,1,5,700,246
0,76,1,6,718,334
0,76,1,7,708,418
0,76,1,8,624,404
0,76,1,9,604,538
0,76,1,10,574,638
0,76,1,11,672,402
0,76,1,12,702,538
0,76,1,13,714,640
0,76,1,14,614,174
0,76,1,15,628,172
0,76,1,17,664,174
0,78,1,0,618,184
0,78,1,1,660,246
0,78,1,2,626,248
0,78,1,3,608,324
0,78,1,4,558,360
0,78,1,5,698,246
0,78,1,6,716,332
0,78,1,7,692,416
0,78,1,8,624,410
0,78,1,9,604,542
0,78,1,10,570,642
0,78,1,11,674,410
0,78,1,12,702,550
0,78,1,13,712,642
0,78,1,14,614,174
0,78,1,15,630,172
0,78,1,17,664,176
0,80,1,0,618,182
0,80,1,1,658,246
0,80,1,2,622,248
0,80,1,3,588,318
0,80,1,4,540,320
0,80,1,5,694,244
0,80,1,6,714,330
0,80,1,7,688,410
0,80,1,8,622,406
0,80,1,9,604,540
0,80,1,10,570,640
0,80,1,11,670,404
0,80,1,12,702,538
0,80,1,13,714,640
0,80,1,14,612,174
0,80,1,15,628,172
0,80,1,17,662,174
0,82,1,0,614,184
0,82,1,1,654,244
0,82,1,2,616,246
0,82,1,3,566,306
0,82,1,4,524,276
0,82,1,5,690,244
0,82,1,6,716,330
0,82,1,7,692,406
0,82,1,8,622,398
0,82,1,9,602,536
0,82,1,10,572,634
0,82,1,11,670,398
0,82,1,12,698,534
0,82,1,13,716,636
0,82,1,14,610,174
0,82,1,15,624,172
0,82,1,17,658,176
0,84,1,0,610,182
0,84,1,1,648,244
0,84,1,2,610,244
0,84,1,3,546,288
0,84,1,4,514,234
0,84,1,5,686,242
0,84,1,6,722,328
0,84,1,7,702,406
0,84,1,8,620,398
0,84,1,9,600,534
0,84,1,10,572,634
0,84,1,11,666,398
0,84,1,12,694,526
0,84,1,13,716,638
0,84,1,14,604,174
0,84,1,15,620,170
0,84,1,17,654,174
0,86,1,0,604,184
0,86,1,1,646,242
0,86,1,2,602,244
0,86,1,3,532,272
0,86,1,4,510,200
0,86,1,5,686,242
0,86,1,6,726,324
0,86,1,7,716,402
0,86,1,8,620,396
0,86,1,9,598,532
0,86,1,10,570,636
0,86,1,11,668,394
0,86,1,12,690,518
0,86,1,13,720,636
0,86,1,14,600,174
0,86,1,15,614,172
0,86,1,17,648,174
0,88,1,0,598,184
0,88,1,1,644,242
0,88,1,2,602,244
0,88,1,3,524,258
0,88,1,4,508,184
0,88,1,5,686,242
0,88,1,6,730,322
0,88,1,7,728,400
0,88,1,8,620,400
0,88,1,9,594,534
0,88,1,10,568,632
0,88,1,11,674,394
0,88,1,12,696,534
0,88,1,13,722,638
0,88,1,14,594,174
0,88,1,15,608,172
0,88,1,17,644,174
0,90,1,0,592,184
0,90,1,1,644,244
0,90,1,2,600,244
0,90,1,3,516,250
0,90,1,4,506,174
0,90,1,5,686,244
0,90,1,6,732,320
0,90,1,7,736,396
0,90,1,8,618,408
0,90,1,9,590,536
0,90,1,10,562,634
0,90,1,11,672,398
0,90,1,12,698,536
0,90,1,13,724,640
0,90,1,14,590,176
0,90,1,15,602,174
0,90,1,17,638,176
0,92,1,0,588,186
0,92,1,1,642,244
0,92,1,2,598,246
0,92,1,3,512,244
0,92,1,4,506,164
0,92,1,5,684,244
0,92,1,6,734,318
0,92,1,7,740,394
0,92,1,8,620,410
0,92,1,9,590,534
0,92,1,10,562,630
0,92,1,11,676,400
0,92,1,12,700,532
0,92,1,13,726,640
0,92,1,14,586,176
0,92,1,15,598,174
0,92,1,17,634,176
0,94,1,0,584,186
0,94,1,1,638,244
0,94,1,2,594,246
0,94,1,3,510,242
0,94,1,4,504,160
0,94,1,5,684,242
0,94,1,6,736,316
0,94,1,7,744,392
0,94,1,8,618,412
0,94,1,9,590,532
0,94,1,11,674,400
0,94,1,12,704,532
0,94,1,14,582,178
0,94,1,15,594,174
0,94,1,17,630,178
0,96,1,0,582,188
0,96,1,1,638,246
0,96,1,2,592,248
0,96,1,3,506,240
0,96,1,4,502,158
0,96,1,5,682,242
0,96,1,6,736,314
0,96,1,7,746,392
0,96,1,8,618,412
0,96,1,9,592,534
0,96,1,10,562,634
0,96,1,11,674,400
0,96,1,12,702,538
0,96,1,13,728,642
0,96,1,14,580,178
0,96,1,15,590,176
0,96,1,17,628,178
0,98,1,0,580,190
0,98,1,1,636,248
0,98,1,2,590,250
0,98,1,3,504,242
0,98,1,4,500,156
0,98,1,5,680,244
0,98,1,6,736,316
0,98,1,7,750,392
0,98,1,8,618,414
0,98,1,9,592,540
0,98,1,10,564,638
0,98,1,11,672,400
0,98,1,12,698,536
0,98,1,13,726,642
0,98,1,14,578,182
0,98,1,15,588,178
0,98,1,17,626,180
0,100,1,0,578,192
0,100,1,1,634,250
0,100,1,2,590,254
0,100,1,3,502,242
0,100,1,4,496,158
0,100,1,5,678,246
0,100,1,6,736,314
0,100,1,7,752,394
0,100,1,8,616,416
0,100,1,9,592,542
0,100,1,10,566,640
0,100,1,11,672,404
0,100,1,12,700,542
0,100,1,13,726,646
0,100,1,14,576,184
0,100,1,15,586,180
0,100,1,17,622,184
0,102,1,0,576,192
0,102,1,1,632,250
0,102,1,2,586,254
0,102,1,3,500,242
0,102,1,4,494,158
0,102,1,5,678,248
0,102,1,6,736,316
0,102,1,7,752,394
0,102,1,8,616,416
0,102,1,9,592,544
0,102,1,10,568,644
0,102,1,11,670,404
0,102,1,12,698,540
0,102,1,13,724,646
0,102,1,14,576,184
0,102,1,15,584,182
0,102,1,17,620,184
0,104,1,0,574,192
0,104,1,1,630,250
0,104,1,2,586,254
0,104,1,3,498,242
0,104,1,4,490,154
0,104,1,5,676,246
0,104,1,6,734,318
0,104,1,7,754,392
0,104,1,8,614,416
0,104,1,9,594,540
0,104,1,10,570,640
0,104,1,11,668,402
0,104,1,12,700,544
0,104,1,13,724,644
0,104,1,14,572,184
0,104,1,15,582,180
0,104,1,17,618,184
0,106,1,0,570,192
0,106,1,1,628,250
0,106,1,2,584,254
0,106,1,3,496,240
0,106,1,4,490,156
0,106,1,5,674,246
0,106,1,6,732,316
0,106,1,7,754,392
0,106,1,8,612,418
0,106,1,9,592,544
0,106,1,10,570,644
0,106,1,11,664,404
0,106,1,12,698,542
0,106,1,13,726,644
0,106,1,14,572,184
0,106,1,15,578,180
0,106,1,17,616,184
0,108,1,0,568,192
0,108,1,1,628,252
0,108,1,2,582,256
0,108,1,3,494,240
0,108,1,4,490,156
0,108,1,5,674,246
0,108,1,6,730,318
0,108,1,7,754,392
0,108,1,8,614,418
0,108,1,9,592,542
0,108,1,10,570,646
0,108,1,11,668,406
0,108,1,12,700,544
0,108,1,13,726,646
0,108,1,15,576,182
0,108,1,17,612,184
0,110,1,0,566,194
0,110,1,1,626,252
0,110,1,2,580,256
0,110,1,3,492,242
0,110,1,4,490,158
0,110,1,5,672,246
0,110,1,6,726,318
0,110,1,7,754,392
0,110,1,8,612,416
0,110,1,9,590,542
0,110,1,10,572,640
0,110,1,11,662,404
0,110,1,12,696,538
0,110,1,13,724,644
0,110,1,15,574,182
0,110,1,17,612,186
0,112,1,0,566,194
0,112,1,1,624,252
0,112,1,2,580,256
0,112,1,3,492,242
0,112,1,4,490,158
0,112,1,5,670,246
0,112,1,6,722,318
0,112,1,7,752,392
0,112,1,8,610,416
0,112,1,9,590,542
0,112,1,10,570,644
0,112,1,11,664,406
0,112,1,12,696,540
0,112,1,13,724,646
0,112,1,15,574,182
0,112,1,17,610,186
0,114,1,0,566,196
0,114,1,1,624,252
0,114,1,2,580,258
0,114,1,3,492,242
0,114,1,4,490,158
0,114,1,5,670,246
0,114,1,6,718,320
0,114,1,7,748,396
0,114,1,8,612,416
0,114,1,9,590,544
0,114,1,10,570,646
0,114,1,11,666,404
0,114,1,12,700,550
0,114,1,13,726,646
0,114,1,15,572,182
0,114,1,17,610,186
0,116,1,0,564,196
0,116,1,1,624,254
0,116,1,2,578,260
0,116,1,3,490,242
0,116,1,4,490,158
0,116,1,5,670,246
0,116,1,6,714,320
0,116,1,7,746,396
0,116,1,8,610,416
0,116,1,9,590,544
0,116,1,10,572,644
0,116,1,11,666,404
0,116,1,12,700,548
0,116,1,13,728,646
0,116,1,15,572,184
0,116,1,17,608,186
0,118,1,0,564,198
0,118,1,1,624,254
0,118,1,2,578,262
0,118,1,3,490,242
0,118,1,4,492,160
0,118,1,5,668,248
0,118,1,6,712,320
0,118,1,7,742,398
0,118,1,8,612,418
0,118,1,9,592,544
0,118,1,10,574,642
0,118,1,11,666,404
0,118,1,12,698,538
0,118,1,13,728,646
0,118,1,15,572,186
0,118,1,17,608,188
0,120,1,0,564,200
0,120,1,1,624,256
0,120,1,2,580,262
0,120,1,3,490,244
0,120,1,4,492,160
0,120,1,5,670,248
0,120,1,6,710,322
0,120,1,7,742,400
0,120,1,8,610,418
0,120,1,9,592,544
0,120,1,11,662,408
0,120,1,12,698,536
0,120,1,13,728,648
0,120,1,15,572,186
0,120,1,17,608,188
0,122,1,0,564,200
0,122,1,1,624,256
0,122,1,2,580,262
0,122,1,3,490,244
0,122,1,4,492,160
0,122,1,5,670,248
0,122,1,6,708,322
0,122,1,7,740,400
0,122,1,8,610,420
0,122,1,9,590,544
0,122,1,10,572,646
0,122,1,11,664,406
0,122,1,12,698,540
0,122,1,13,728,648
0,122,1,15,572,186
0,122,1,17,608,188
0,124,1,0,564,200
0,124,1,1,624,256
0,124,1,2,578,264
0,124,1,3,490,244
0,124,1,4,490,160
0,124,1,5,670,250
0,124,1,6,708,322
0,124,1,7,740,398
0,124,1,8,610,418
0,124,1,9,590,546
0,124,1,11,664,406
0,124,1,12,698,542
0,124,1,13,728,648
0,124,1,14,566,190
0,124,1,15,572,186
0,124,1,17,610,188
0,126,1,0,564,200
0,126,1,1,624,256
0,126,1,2,578,262
0,126,1,3,490,244
0,126,1,5,670,250
0,126,1,6,708,324
0,126,1,7,738,398
0,126,1,8,608,416
0,126,1,9,590,546
0,126,1,10,574,646
0,126,1,11,662,406
0,126,1,12,700,552
0,126,1,13,728,648
0,126,1,14,566,190
0,126,1,15,572,186
0,126,1,17,608,188
0,128,1,0,566,198
0,128,1,1,624,256
0,128,1,2,580,262
0,128,1,3,490,244
0,128,1,4,488,160
0,128,1,5,670,250
0,128,1,6,708,322
0,128,1,7,738,398
0,128,1,8,610,418
0,128,1,9,590,544
0,128,1,11,664,406
0,128,1,12,700,544
0,128,1,13,728,648
0,128,1,14,566,190
0,128,1,15,572,186
0,128,1,17,610,190
0,130,1,0,566,200
0,130,1,1,624,256
0,130,1,2,580,262
0,130,1,3,490,244
0,130,1,4,488,158
0,130,1,5,670,250
0,130,1,6,706,322
0,130,1,7,736,400
0,130,1,8,610,422
0,130,1,9,592,548
0,130,1,10,572,650
0,130,1,11,664,408
0,130,1,12,702,552
0,130,1,13,728,650
0,130,1,15,572,188
0,130,1,17,610,190
0,132,1,0,566,200
0,132,1,1,624,256
0,132,1,2,580,264
0,132,1,3,492,244
0,132,1,4,492,162
0,132,1,5,670,250
0,132,1,6,708,324
0,132,1,7,736,400
0,132,1,8,610,420
0,132,1,9,592,550
0,132,1,10,574,648
0,132,1,11,664,408
0,132,1,12,702,546
0,132,1,13,730,650
0,132,1,15,572,188
0,132,1,17,610,190
0,134,1,0,566,200
0,134,1,1,624,258
0,134,1,2,578,264
0,134,1,3,492,244
0,134,1,4,492,162
0,134,1,5,670,252
0,134,1,6,708,326
0,134,1,7,736,400
0,134,1,8,612,420
0,134,1,9,592,546
0,134,1,10,574,648
0,134,1,11,666,408
0,134,1,12,702,546
0,134,1,13,728,650
0,134,1,15,574,188
0,134,1,17,610,190
0,136,1,0,566,200
0,136,1,1,626,258
0,136,1,2,580,264
0,136,1,3,492,244
0,136,1,4,488,162
0,136,1,5,672,250
0,136,1,6,708,326
0,136,1,7,736,402
0,136,1,8,612,416
0,136,1,9,592,542
0,136,1,10,574,644
0,136,1,11,666,406
0,136,1,12,702,548
0,136,1,13,728,648
0,136,1,15,574,188
0,136,1,17,610,190
0,138,1,0,566,200
0,138,1,1,626,258
0,138,1,2,580,264
0,138,1,3,490,244
0,138,1,4,486,164
0,138,1,5,670,252
0,138,1,6,708,326
0,138,1,7,734,402
0,138,1,8,610,418
0,138,1,9,592,546
0,138,1,10,574,648
0,138,1,11,664,408
0,138,1,12,700,544
0,138,1,13,730,650
0,138,1,15,574,188
0,138,1,17,610,192
0,140,1,0,566,200
0,140,1,1,626,258
0,140,1,2,582,264
0,140,1,3,490,244
0,140,1,4,484,162
0,140,1,5,670,252
0,140,1,6,708,326
0,140,1,7,734,402
0,140,1,8,612,416
